Trace Label,"Tr 1 : 22 mA","Tr 2 : 27 mA","Tr 3 : 27 mA","Tr 4 : 27 mA","Tr 5 : 39 mA","Tr 6 : 39 mA","Tr 7 : 39 mA","Tr 8 : 47 mA","Tr 9 : 47 mA","Tr 10 : 47 mA","Tr 11 : 47 mA","Tr 12 : 47 mA","Tr 13 : 47 mA","Tr 14 : 47 mA","Tr 15 : 47 mA","Tr 16 : 47 mA","Tr 17 : 47 mA","Tr 18 : 47 mA","Tr 19 : 47 mA","Tr 20 : 53 mA","Tr 21 : 62 mA","Tr 22 : 70 mA","Tr 23 : 73 mA","Tr 24 : 73 mA"
Sensitivity (µV/Div),2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00
Hicut,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00
Locut,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00
ms/Sample,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563
Samples,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640
Trace Data (µV),9086.608886719,3860.168457031,5884.704589844,3799.133300781,8602.600097656,3873.596191406,3731.994628906,8154.602050781,9655.761718750,4903.564453125,9240.112304688,6563.720703125,6034.545898438,3703.918457031,5776.062011719,5800.476074219,5689.086914063,3762.817382813,3543.395996094,9135.437011719,7004.089355469,9081.420898438,3722.839355469,3383.483886719
,-1.831054688,-22.583007813,-15.258789063,39.367675781,-12.817382813,-70.800781250,24.719238281,66.223144531,3.051757813,-31.127929688,44.860839844,-60.729980469,-11.901855469,-111.694335938,-87.280273438,-116.271972656,-8.544921875,92.163085938,-153.808593750,-86.975097656,-58.593750000,-3.967285156,-83.312988281,-126.037597656
,-1.831054688,-24.108886719,-14.953613281,45.776367188,-10.375976563,-72.631835938,22.583007813,61.645507813,-0.305175781,-29.602050781,47.607421875,-62.255859375,-10.070800781,-114.135742188,-85.449218750,-115.661621094,-11.596679688,87.585449219,-148.925781250,-77.819824219,-59.509277344,-4.272460938,-82.702636719,-119.934082031
,-2.746582031,-24.414062500,-14.953613281,52.185058594,-8.544921875,-72.631835938,19.836425781,57.373046875,-5.798339844,-29.296875000,49.743652344,-63.781738281,-5.493164063,-115.356445313,-83.923339844,-118.713378906,-13.427734375,81.787109375,-144.958496094,-68.969726563,-60.424804688,-4.882812500,-82.092285156,-114.440917969
,-5.187988281,-25.329589844,-15.869140625,57.678222656,-7.019042969,-71.411132813,16.479492188,53.405761719,-12.207031250,-30.212402344,47.302246094,-65.917968750,0.610351563,-114.440917969,-82.397460938,-123.596191406,-12.817382813,74.768066406,-141.296386719,-61.645507813,-62.255859375,-6.103515625,-81.787109375,-109.558105469
,-8.544921875,-26.550292969,-18.005371094,61.340332031,-6.103515625,-68.969726563,11.901855469,49.438476563,-18.615722656,-33.264160156,41.198730469,-68.969726563,7.934570313,-112.609863281,-79.650878906,-129.699707031,-10.681152344,68.054199219,-138.549804688,-55.541992188,-64.086914063,-7.629394531,-80.261230469,-105.895996094
,-11.901855469,-29.296875000,-20.446777344,64.392089844,-5.493164063,-65.307617188,7.324218750,47.912597656,-25.634765625,-37.536621094,30.822753906,-72.631835938,16.479492188,-110.473632813,-76.904296875,-135.192871094,-9.460449219,61.340332031,-136.718750000,-50.659179688,-67.138671875,-9.460449219,-79.345703125,-103.454589844
,-14.343261719,-32.958984375,-21.667480469,66.833496094,-4.882812500,-61.340332031,3.662109375,46.691894531,-32.348632813,-40.893554688,16.479492188,-75.988769531,24.414062500,-108.032226563,-74.462890625,-139.465332031,-8.544921875,54.016113281,-134.887695313,-46.691894531,-71.411132813,-11.291503906,-79.040527344,-101.318359375
,-15.563964844,-35.705566406,-22.277832031,68.054199219,-4.577636719,-56.457519531,0.610351563,45.471191406,-38.757324219,-43.029785156,5.798339844,-78.125000000,30.822753906,-105.285644531,-71.105957031,-142.211914063,-8.850097656,46.997070313,-133.666992188,-43.334960938,-76.293945313,-14.343261719,-78.735351563,-99.792480469
,-17.089843750,-36.621093750,-22.277832031,67.443847656,-3.662109375,-50.659179688,-2.136230469,43.334960938,-45.471191406,-43.945312500,-1.220703125,-78.735351563,36.010742188,-102.539062500,-67.443847656,-144.042968750,-10.375976563,39.672851563,-132.141113281,-41.198730469,-81.176757813,-18.005371094,-80.566406250,-98.876953125
,-19.226074219,-35.400390625,-23.193359375,64.086914063,-2.746582031,-44.250488281,-6.103515625,39.367675781,-51.269531250,-44.250488281,-4.272460938,-78.430175781,39.672851563,-99.182128906,-62.561035156,-144.653320313,-10.986328125,33.264160156,-130.615234375,-39.978027344,-85.754394531,-21.667480469,-81.481933594,-97.961425781
,-23.498535156,-32.653808594,-26.550292969,59.814453125,-1.525878906,-37.536621094,-11.291503906,35.095214844,-56.762695313,-44.555664063,-2.136230469,-76.904296875,42.114257813,-94.909667969,-56.457519531,-145.263671875,-11.291503906,27.770996094,-128.479003906,-39.978027344,-90.332031250,-26.245117188,-80.871582031,-97.045898438
,-28.381347656,-30.212402344,-30.517578125,54.626464844,-0.915527344,-31.433105469,-17.395019531,30.517578125,-62.255859375,-44.860839844,0.610351563,-75.073242188,44.250488281,-90.637207031,-50.659179688,-144.348144531,-12.207031250,22.583007813,-125.732421875,-41.503906250,-93.994140625,-30.822753906,-79.956054688,-95.825195313
,-32.348632813,-28.686523438,-34.179687500,50.048828125,-1.220703125,-27.160644531,-24.108886719,27.160644531,-66.223144531,-45.471191406,5.798339844,-72.631835938,45.166015625,-85.144042969,-45.471191406,-142.517089844,-13.122558594,17.700195313,-123.901367188,-43.945312500,-97.656250000,-36.010742188,-76.293945313,-93.994140625
,-34.790039063,-28.686523438,-35.705566406,46.997070313,-2.746582031,-23.803710938,-30.212402344,24.719238281,-70.190429688,-45.471191406,11.291503906,-68.969726563,44.860839844,-79.956054688,-41.503906250,-139.770507813,-14.648437500,12.207031250,-122.985839844,-47.302246094,-100.708007813,-41.198730469,-72.937011719,-91.857910156
,-35.095214844,-29.296875000,-35.400390625,46.081542969,-3.967285156,-22.277832031,-35.705566406,21.972656250,-71.716308594,-44.860839844,15.869140625,-63.781738281,43.334960938,-74.768066406,-38.452148438,-136.413574219,-17.395019531,5.798339844,-123.596191406,-50.659179688,-103.759765625,-46.386718750,-70.495605469,-90.942382813
,-34.484863281,-29.907226563,-33.874511719,46.997070313,-3.051757813,-21.667480469,-40.893554688,19.531250000,-71.716308594,-43.640136719,19.226074219,-57.983398438,40.893554688,-68.664550781,-36.010742188,-133.666992188,-20.446777344,-0.305175781,-126.342773438,-52.795410156,-107.421875000,-50.964355469,-68.359375000,-91.247558594
,-33.874511719,-29.296875000,-32.653808594,48.217773438,0.915527344,-21.667480469,-45.166015625,16.479492188,-70.495605469,-41.503906250,20.751953125,-51.879882813,37.536621094,-62.866210938,-34.484863281,-131.225585938,-24.108886719,-7.019042969,-127.868652344,-53.405761719,-110.778808594,-55.236816406,-66.833496094,-92.163085938
,-33.569335938,-27.770996094,-31.738281250,48.217773438,8.850097656,-22.583007813,-49.438476563,12.817382813,-67.138671875,-39.062500000,21.057128906,-46.386718750,34.179687500,-55.236816406,-33.264160156,-129.699707031,-27.465820313,-13.427734375,-128.479003906,-51.879882813,-114.135742188,-59.509277344,-65.307617188,-93.078613281
,-33.569335938,-25.634765625,-31.127929688,46.386718750,18.615722656,-24.108886719,-53.710937500,9.155273438,-63.781738281,-36.010742188,20.751953125,-42.114257813,31.433105469,-46.997070313,-32.348632813,-128.173828125,-30.822753906,-19.836425781,-128.173828125,-56.762695313,-116.271972656,-63.781738281,-63.781738281,-91.857910156
,-33.874511719,-23.193359375,-30.517578125,42.724609375,28.686523438,-25.329589844,-57.678222656,4.882812500,-60.424804688,-31.738281250,19.531250000,-39.367675781,29.296875000,-38.757324219,-31.738281250,-126.953125000,-34.179687500,-25.329589844,-125.427246094,-65.612792969,-116.882324219,-67.443847656,-61.035156250,-89.416503906
,-33.569335938,-20.446777344,-29.602050781,38.452148438,38.146972656,-26.855468750,-61.340332031,0.610351563,-55.541992188,-27.160644531,17.395019531,-37.536621094,29.296875000,-30.822753906,-30.822753906,-126.037597656,-38.146972656,-30.822753906,-122.680664063,-77.819824219,-115.966796875,-70.495605469,-57.983398438,-86.059570313
,-32.348632813,-17.700195313,-28.381347656,34.179687500,45.776367188,-27.160644531,-64.392089844,-3.967285156,-50.964355469,-22.583007813,14.953613281,-36.315917969,30.822753906,-25.024414063,-29.602050781,-125.122070313,-43.334960938,-35.705566406,-120.239257813,-93.383789063,-114.135742188,-71.105957031,-54.321289063,-83.007812500
,-30.212402344,-14.648437500,-26.550292969,30.517578125,52.795410156,-27.465820313,-66.223144531,-9.155273438,-45.471191406,-17.700195313,11.596679688,-36.315917969,31.738281250,-20.446777344,-28.686523438,-124.511718750,-48.522949219,-40.588378906,-118.103027344,-97.656250000,-111.389160156,-70.495605469,-50.048828125,-80.261230469
,-27.770996094,-10.986328125,-24.414062500,27.465820313,58.288574219,-28.686523438,-67.138671875,-14.343261719,-40.283203125,-13.732910156,7.324218750,-36.926269531,31.433105469,-17.395019531,-28.686523438,-124.206542969,-54.321289063,-45.776367188,-116.271972656,-95.825195313,-108.642578125,-68.664550781,-45.776367188,-78.125000000
,-24.719238281,-7.324218750,-22.277832031,24.108886719,63.171386719,-31.433105469,-65.917968750,-19.836425781,-36.315917969,-10.986328125,2.441406250,-38.452148438,29.907226563,-14.953613281,-29.296875000,-122.985839844,-59.509277344,-51.269531250,-114.746093750,-90.026855469,-105.285644531,-65.917968750,-41.503906250,-76.599121094
,-21.362304688,-3.967285156,-19.531250000,20.751953125,66.833496094,-35.705566406,-63.781738281,-25.329589844,-33.569335938,-8.544921875,-2.746582031,-40.588378906,27.770996094,-12.207031250,-29.296875000,-121.459960938,-64.392089844,-56.457519531,-112.915039063,-81.176757813,-101.318359375,-63.171386719,-36.926269531,-74.768066406
,-16.784667969,-1.220703125,-16.479492188,16.174316406,68.359375000,-39.672851563,-60.729980469,-30.517578125,-32.043457031,-7.019042969,-7.629394531,-42.724609375,27.465820313,-9.765625000,-28.381347656,-119.628906250,-68.664550781,-60.729980469,-109.863281250,-76.293945313,-96.435546875,-60.119628906,-32.348632813,-72.631835938
,-12.207031250,0.000000000,-13.122558594,10.986328125,68.359375000,-41.809082031,-57.067871094,-36.010742188,-30.822753906,-5.493164063,-12.512207031,-43.945312500,30.517578125,-7.019042969,-24.719238281,-118.408203125,-73.547363281,-63.476562500,-106.506347656,-73.242187500,-91.247558594,-56.152343750,-28.076171875,-69.580078125
,-6.713867188,0.915527344,-8.850097656,5.187988281,66.833496094,-42.419433594,-53.405761719,-41.198730469,-30.212402344,-3.967285156,-17.089843750,-44.860839844,35.095214844,-5.187988281,-18.310546875,-119.018554688,-78.430175781,-63.781738281,-102.844238281,-71.716308594,-85.449218750,-51.879882813,-23.803710938,-65.612792969
,-2.136230469,1.220703125,-5.187988281,0.000000000,63.476562500,-40.588378906,-48.217773438,-45.471191406,-30.517578125,-2.746582031,-21.362304688,-46.386718750,41.503906250,-5.493164063,-10.375976563,-119.628906250,-83.007812500,-62.866210938,-98.571777344,-70.495605469,-81.481933594,-47.302246094,-20.446777344,-60.729980469
,0.915527344,1.831054688,-1.831054688,-4.882812500,59.204101563,-38.757324219,-42.419433594,-49.743652344,-31.127929688,-0.915527344,-26.550292969,-49.133300781,47.607421875,-7.019042969,-1.525878906,-119.934082031,-87.585449219,-60.424804688,-93.688964844,-69.885253906,-78.125000000,-42.724609375,-17.395019531,-55.541992188
,3.967285156,3.051757813,0.610351563,-10.070800781,54.016113281,-37.536621094,-36.621093750,-53.405761719,-32.958984375,0.000000000,-31.738281250,-52.795410156,51.879882813,-9.765625000,6.103515625,-118.103027344,-91.247558594,-58.288574219,-88.806152344,-69.580078125,-75.988769531,-39.367675781,-14.953613281,-49.743652344
,5.798339844,4.577636719,2.136230469,-14.953613281,48.828125000,-37.231445313,-31.127929688,-57.067871094,-34.179687500,1.525878906,-36.621093750,-55.541992188,54.931640625,-12.512207031,12.207031250,-114.135742188,-93.994140625,-55.236816406,-83.312988281,-69.274902344,-74.768066406,-36.621093750,-12.512207031,-44.250488281
,7.324218750,6.408691406,3.356933594,-20.751953125,44.250488281,-37.841796875,-27.160644531,-60.729980469,-34.179687500,2.441406250,-42.114257813,-56.762695313,55.847167969,-13.732910156,17.395019531,-109.558105469,-94.909667969,-51.574707031,-78.430175781,-70.495605469,-73.852539063,-35.095214844,-10.070800781,-38.757324219
,9.155273438,7.629394531,3.967285156,-26.855468750,40.283203125,-37.841796875,-24.414062500,-63.171386719,-33.874511719,2.746582031,-47.607421875,-56.152343750,55.236816406,-12.512207031,21.057128906,-104.675292969,-93.688964844,-47.302246094,-74.768066406,-72.326660156,-73.547363281,-33.569335938,-8.239746094,-33.569335938
,10.681152344,7.934570313,4.272460938,-32.653808594,38.452148438,-37.231445313,-22.277832031,-64.697265625,-33.874511719,3.356933594,-53.100585938,-54.321289063,53.100585938,-8.544921875,24.414062500,-100.402832031,-90.332031250,-42.419433594,-71.716308594,-75.378417969,-72.937011719,-32.348632813,-6.408691406,-29.602050781
,13.427734375,8.544921875,4.882812500,-38.452148438,36.621093750,-35.400390625,-21.057128906,-65.307617188,-35.095214844,3.967285156,-58.593750000,-53.100585938,48.828125000,-2.746582031,26.855468750,-96.435546875,-86.059570313,-38.146972656,-69.274902344,-79.345703125,-72.631835938,-31.738281250,-4.577636719,-26.245117188
,16.174316406,9.155273438,6.408691406,-43.029785156,34.790039063,-32.043457031,-20.446777344,-64.086914063,-38.146972656,4.882812500,-63.476562500,-52.185058594,43.029785156,3.662109375,28.686523438,-92.468261719,-82.092285156,-34.790039063,-67.138671875,-83.312988281,-72.021484375,-31.127929688,-3.662109375,-23.193359375
,19.226074219,10.681152344,7.934570313,-47.607421875,32.348632813,-28.686523438,-20.446777344,-61.950683594,-41.809082031,8.544921875,-68.054199219,-52.185058594,35.095214844,10.375976563,28.991699219,-89.111328125,-78.430175781,-32.043457031,-64.697265625,-87.280273438,-71.105957031,-31.433105469,-2.746582031,-21.057128906
,22.277832031,14.648437500,10.070800781,-51.269531250,28.686523438,-25.024414063,-21.972656250,-58.898925781,-44.860839844,14.038085938,-72.326660156,-51.879882813,25.939941406,15.869140625,28.381347656,-85.144042969,-75.683593750,-31.127929688,-62.255859375,-90.942382813,-70.190429688,-31.127929688,-1.831054688,-19.226074219
,24.414062500,20.751953125,10.986328125,-54.626464844,26.245117188,-20.751953125,-23.498535156,-54.931640625,-45.776367188,21.972656250,-75.988769531,-52.185058594,16.784667969,19.531250000,26.855468750,-81.787109375,-72.937011719,-30.517578125,-60.119628906,-94.604492188,-69.580078125,-29.907226563,-1.525878906,-17.700195313
,26.245117188,28.991699219,11.291503906,-57.678222656,24.719238281,-16.784667969,-25.024414063,-50.964355469,-45.166015625,32.043457031,-79.345703125,-51.879882813,7.019042969,22.277832031,25.024414063,-78.125000000,-69.885253906,-30.212402344,-57.678222656,-98.571777344,-70.190429688,-28.381347656,0.000000000,-16.784667969
,28.686523438,39.062500000,11.596679688,-59.814453125,24.414062500,-12.207031250,-25.634765625,-46.081542969,-43.640136719,42.114257813,-81.787109375,-51.269531250,-1.831054688,24.719238281,21.972656250,-74.462890625,-66.528320313,-30.517578125,-55.541992188,-102.233886719,-71.411132813,-27.160644531,3.662109375,-15.258789063
,31.127929688,48.522949219,12.207031250,-61.035156250,25.024414063,-7.629394531,-25.939941406,-41.198730469,-42.419433594,51.879882813,-83.923339844,-50.659179688,-10.375976563,26.855468750,18.615722656,-71.105957031,-63.476562500,-30.517578125,-54.016113281,-105.895996094,-72.937011719,-27.160644531,8.850097656,-13.732910156
,35.705566406,57.067871094,14.953613281,-61.645507813,24.719238281,-3.356933594,-26.855468750,-36.315917969,-41.809082031,60.119628906,-86.059570313,-49.438476563,-18.615722656,29.296875000,15.563964844,-67.443847656,-62.255859375,-30.517578125,-53.100585938,-109.252929688,-72.937011719,-28.686523438,16.784667969,-12.207031250
,43.029785156,64.086914063,19.836425781,-60.119628906,23.498535156,0.000000000,-28.991699219,-30.822753906,-41.503906250,66.528320313,-87.890625000,-47.302246094,-26.550292969,30.517578125,14.038085938,-63.781738281,-63.171386719,-30.212402344,-52.490234375,-111.389160156,-71.716308594,-31.127929688,25.329589844,-10.681152344
,51.879882813,69.580078125,27.160644531,-57.678222656,20.751953125,2.136230469,-33.264160156,-27.465820313,-41.198730469,71.411132813,-89.721679688,-44.555664063,-33.874511719,29.602050781,14.038085938,-60.119628906,-65.307617188,-29.602050781,-51.879882813,-112.915039063,-68.969726563,-32.653808594,33.874511719,-10.070800781
,62.561035156,73.852539063,36.621093750,-54.626464844,16.784667969,3.662109375,-37.841796875,-24.719238281,-40.588378906,74.462890625,-90.332031250,-40.893554688,-40.283203125,27.770996094,14.953613281,-56.457519531,-67.749023438,-28.991699219,-50.659179688,-112.609863281,-66.223144531,-32.958984375,42.419433594,-8.544921875
,72.937011719,77.209472656,46.081542969,-50.354003906,12.207031250,4.577636719,-40.588378906,-22.888183594,-39.367675781,76.599121094,-89.111328125,-36.926269531,-46.081542969,25.024414063,14.953613281,-53.100585938,-69.885253906,-28.991699219,-47.302246094,-110.778808594,-64.392089844,-31.433105469,49.133300781,-6.103515625
,82.092285156,79.956054688,55.847167969,-46.081542969,7.324218750,5.493164063,-42.114257813,-22.277832031,-36.621093750,77.514648438,-86.059570313,-33.874511719,-50.354003906,21.362304688,13.732910156,-50.354003906,-69.885253906,-30.822753906,-42.114257813,-107.727050781,-62.866210938,-29.602050781,54.626464844,-1.525878906
,89.111328125,81.176757813,64.697265625,-40.893554688,2.136230469,6.713867188,-41.198730469,-22.277832031,-33.264160156,77.209472656,-80.261230469,-31.433105469,-53.405761719,18.005371094,11.291503906,-47.912597656,-68.359375000,-33.569335938,-35.095214844,-103.759765625,-61.950683594,-27.770996094,58.593750000,5.798339844
,93.688964844,81.787109375,72.326660156,-34.179687500,-3.967285156,8.239746094,-39.672851563,-22.888183594,-29.907226563,76.599121094,-73.242187500,-29.907226563,-54.321289063,14.953613281,9.155273438,-46.691894531,-64.697265625,-36.926269531,-26.550292969,-99.792480469,-61.645507813,-26.550292969,61.035156250,15.563964844
,96.435546875,80.566406250,79.345703125,-27.465820313,-10.986328125,9.765625000,-38.757324219,-24.414062500,-26.550292969,75.073242188,-65.002441406,-28.686523438,-53.710937500,13.427734375,7.629394531,-46.386718750,-58.288574219,-38.757324219,-17.700195313,-95.520019531,-61.035156250,-25.634765625,62.561035156,25.024414063
,97.961425781,78.125000000,84.533691406,-20.446777344,-18.310546875,11.596679688,-38.146972656,-25.634765625,-22.888183594,72.021484375,-56.762695313,-27.770996094,-51.879882813,13.122558594,7.019042969,-46.081542969,-51.269531250,-38.757324219,-8.850097656,-90.942382813,-59.509277344,-24.414062500,63.476562500,34.484863281
,98.571777344,74.157714844,88.806152344,-13.427734375,-25.634765625,12.512207031,-38.146972656,-26.855468750,-19.226074219,68.054199219,-48.828125000,-26.245117188,-48.522949219,13.427734375,7.324218750,-45.471191406,-44.250488281,-36.926269531,-0.915527344,-86.364746094,-57.678222656,-22.888183594,63.476562500,42.724609375
,98.266601563,69.274902344,90.637207031,-8.239746094,-31.738281250,12.512207031,-37.841796875,-26.855468750,-14.953613281,63.476562500,-41.198730469,-24.414062500,-44.860839844,13.427734375,7.934570313,-44.250488281,-38.452148438,-34.790039063,5.187988281,-81.176757813,-55.236816406,-19.836425781,63.171386719,48.522949219
,96.435546875,63.781738281,89.416503906,-4.882812500,-36.926269531,13.122558594,-37.231445313,-26.855468750,-11.596679688,59.204101563,-35.095214844,-23.193359375,-39.978027344,11.901855469,8.239746094,-43.029785156,-36.315917969,-33.264160156,10.070800781,-76.599121094,-51.879882813,-16.784667969,62.561035156,53.405761719
,94.299316406,58.593750000,85.754394531,-3.662109375,-41.198730469,13.732910156,-36.010742188,-27.465820313,-8.850097656,56.762695313,-29.907226563,-21.667480469,-34.484863281,9.155273438,7.934570313,-41.503906250,-36.010742188,-32.348632813,13.732910156,-73.242187500,-47.912597656,-13.122558594,61.645507813,56.457519531
,91.552734375,55.236816406,79.956054688,-3.967285156,-44.555664063,16.174316406,-33.874511719,-30.212402344,-7.019042969,55.847167969,-26.245117188,-20.141601563,-28.991699219,6.713867188,7.019042969,-40.893554688,-36.621093750,-32.043457031,16.174316406,-70.495605469,-43.029785156,-8.850097656,60.424804688,58.593750000
,88.195800781,53.710937500,73.242187500,-5.187988281,-47.302246094,22.277832031,-31.433105469,-34.484863281,-5.798339844,54.626464844,-23.498535156,-18.615722656,-23.803710938,4.577636719,5.187988281,-40.893554688,-37.536621094,-32.043457031,17.395019531,-69.274902344,-37.536621094,-4.272460938,59.204101563,60.424804688
,84.228515625,52.795410156,66.833496094,-7.019042969,-49.743652344,30.212402344,-27.770996094,-38.146972656,-4.577636719,52.795410156,-20.446777344,-16.784667969,-19.226074219,3.356933594,3.051757813,-40.588378906,-36.926269531,-31.127929688,18.005371094,-68.359375000,-31.738281250,0.610351563,58.898925781,61.645507813
,79.956054688,51.269531250,60.119628906,-8.544921875,-51.574707031,39.978027344,-23.803710938,-40.588378906,-3.662109375,50.048828125,-16.174316406,-17.089843750,-16.479492188,2.136230469,0.915527344,-39.672851563,-35.400390625,-29.602050781,18.310546875,-67.749023438,-26.855468750,5.798339844,59.814453125,62.255859375
,75.683593750,48.217773438,54.321289063,-10.070800781,-53.100585938,50.048828125,-19.531250000,-41.198730469,-2.136230469,46.691894531,-10.986328125,-18.310546875,-15.258789063,0.305175781,-2.136230469,-36.315917969,-34.484863281,-27.770996094,18.005371094,-67.749023438,-22.583007813,10.986328125,61.645507813,61.340332031
,72.326660156,43.640136719,50.659179688,-11.901855469,-54.016113281,58.898925781,-15.563964844,-39.978027344,-0.915527344,43.334960938,-5.798339844,-20.141601563,-14.648437500,-1.525878906,-6.408691406,-30.212402344,-33.874511719,-25.329589844,17.395019531,-68.054199219,-18.920898438,15.258789063,62.866210938,59.814453125
,70.495605469,38.757324219,48.828125000,-13.427734375,-54.016113281,66.223144531,-11.291503906,-39.062500000,0.000000000,40.283203125,-1.831054688,-21.057128906,-15.258789063,-4.882812500,-12.817382813,-21.972656250,-34.790039063,-23.193359375,14.953613281,-68.054199219,-16.479492188,18.310546875,62.866210938,57.678222656
,68.054199219,35.095214844,48.217773438,-15.869140625,-52.490234375,72.937011719,-7.934570313,-38.757324219,0.915527344,36.926269531,-1.831054688,-19.226074219,-16.784667969,-7.629394531,-20.141601563,-12.512207031,-37.231445313,-20.446777344,11.596679688,-67.749023438,-14.648437500,20.751953125,61.340332031,54.321289063
,65.002441406,32.043457031,46.691894531,-19.226074219,-49.438476563,77.819824219,-4.577636719,-38.452148438,1.831054688,33.569335938,-2.746582031,-14.038085938,-18.615722656,-10.986328125,-28.076171875,-2.441406250,-39.978027344,-17.089843750,8.850097656,-65.917968750,-13.427734375,22.583007813,58.288574219,50.964355469
,60.729980469,29.602050781,44.250488281,-23.803710938,-45.471191406,82.397460938,-1.525878906,-39.367675781,1.831054688,30.517578125,-3.662109375,-6.408691406,-20.751953125,-14.038085938,-37.231445313,6.103515625,-43.029785156,-13.427734375,7.019042969,-63.171386719,-12.817382813,24.108886719,55.541992188,47.912597656
,55.847167969,26.855468750,40.588378906,-29.602050781,-40.893554688,85.449218750,0.000000000,-39.672851563,1.831054688,27.160644531,-3.967285156,2.441406250,-22.277832031,-16.174316406,-45.471191406,13.122558594,-44.555664063,-9.460449219,7.629394531,-61.035156250,-11.596679688,24.719238281,53.405761719,46.386718750
,51.269531250,23.803710938,36.926269531,-35.400390625,-36.926269531,86.669921875,1.831054688,-39.062500000,1.525878906,24.108886719,-1.831054688,12.207031250,-22.888183594,-19.531250000,-53.405761719,18.920898438,-44.555664063,-6.103515625,8.850097656,-59.509277344,-9.765625000,25.024414063,51.574707031,46.997070313
,47.302246094,19.531250000,33.874511719,-40.283203125,-32.653808594,86.975097656,3.662109375,-37.841796875,2.136230469,21.362304688,0.305175781,21.667480469,-22.888183594,-23.193359375,-61.035156250,23.193359375,-43.334960938,-2.746582031,9.155273438,-60.424804688,-7.934570313,25.329589844,50.659179688,47.607421875
,43.640136719,15.869140625,31.127929688,-43.334960938,-28.991699219,85.144042969,4.882812500,-35.400390625,4.882812500,18.005371094,2.136230469,31.738281250,-22.888183594,-28.076171875,-67.443847656,26.855468750,-39.978027344,0.000000000,8.544921875,-61.645507813,-6.103515625,25.634765625,49.438476563,47.607421875
,39.978027344,12.512207031,28.381347656,-44.555664063,-25.024414063,82.702636719,6.713867188,-32.958984375,10.070800781,14.953613281,2.746582031,41.503906250,-23.498535156,-34.179687500,-73.242187500,29.296875000,-35.400390625,2.136230469,6.408691406,-61.340332031,-4.882812500,26.855468750,47.607421875,46.386718750
,36.621093750,9.460449219,25.024414063,-44.860839844,-20.751953125,79.345703125,8.239746094,-29.907226563,17.700195313,10.986328125,2.441406250,51.574707031,-26.245117188,-39.978027344,-77.819824219,30.822753906,-28.991699219,4.272460938,4.272460938,-60.424804688,-4.577636719,28.686523438,45.471191406,43.945312500
,32.958984375,6.713867188,21.362304688,-44.250488281,-16.479492188,75.378417969,9.155273438,-26.855468750,26.855468750,6.408691406,1.525878906,61.950683594,-30.517578125,-46.691894531,-80.261230469,30.212402344,-21.362304688,5.798339844,2.746582031,-57.983398438,-4.577636719,29.602050781,43.029785156,42.114257813
,28.686523438,3.662109375,16.784667969,-43.334960938,-12.207031250,71.411132813,9.765625000,-22.888183594,36.010742188,1.220703125,0.000000000,70.800781250,-34.484863281,-51.879882813,-81.787109375,28.991699219,-13.427734375,7.324218750,1.525878906,-55.847167969,-3.662109375,30.517578125,40.588378906,40.893554688
,24.414062500,-0.305175781,12.512207031,-42.114257813,-9.155273438,67.749023438,9.460449219,-18.310546875,44.555664063,-4.577636719,-0.610351563,77.819824219,-38.146972656,-56.152343750,-81.176757813,27.160644531,-4.882812500,9.155273438,0.305175781,-54.016113281,-0.610351563,30.517578125,37.841796875,40.893554688
,20.141601563,-5.493164063,8.239746094,-40.588378906,-7.324218750,64.697265625,9.155273438,-14.038085938,51.269531250,-10.681152344,-0.610351563,82.092285156,-39.062500000,-60.119628906,-79.040527344,24.719238281,2.441406250,11.901855469,-0.610351563,-52.490234375,4.577636719,31.127929688,34.484863281,41.198730469
,15.869140625,-10.986328125,3.662109375,-39.672851563,-6.713867188,63.476562500,9.765625000,-10.375976563,57.067871094,-16.479492188,0.000000000,83.618164063,-38.146972656,-63.476562500,-76.293945313,21.972656250,8.850097656,15.563964844,-1.831054688,-50.964355469,12.207031250,34.484863281,30.212402344,41.198730469
,12.207031250,-16.479492188,-0.305175781,-38.452148438,-7.019042969,62.561035156,11.596679688,-7.629394531,61.035156250,-22.583007813,1.220703125,83.312988281,-37.536621094,-67.443847656,-72.021484375,19.226074219,13.732910156,19.226074219,-3.051757813,-49.743652344,21.057128906,39.978027344,25.024414063,41.198730469
