Trace Label,"Tr 1 : 22 mA","Tr 2 : 27 mA","Tr 3 : 27 mA","Tr 4 : 27 mA","Tr 5 : 39 mA","Tr 6 : 39 mA","Tr 7 : 39 mA","Tr 8 : 47 mA","Tr 9 : 47 mA","Tr 10 : 47 mA","Tr 11 : 47 mA","Tr 12 : 47 mA","Tr 13 : 47 mA","Tr 14 : 47 mA","Tr 15 : 47 mA","Tr 16 : 47 mA","Tr 17 : 47 mA","Tr 18 : 47 mA","Tr 19 : 47 mA","Tr 20 : 53 mA","Tr 21 : 62 mA","Tr 22 : 70 mA","Tr 23 : 73 mA","Tr 24 : 73 mA"
Sensitivity (µV/Div),2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00
Hicut,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00
Locut,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00
ms/Sample,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563
Samples,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640
Trace Data (µV),9086.608886719,3860.168457031,5884.704589844,3799.133300781,8602.600097656,3873.596191406,3731.994628906,8154.602050781,9655.761718750,4903.564453125,9240.112304688,6563.720703125,6034.545898438,3703.918457031,5776.062011719,5800.476074219,5689.086914063,3762.817382813,3543.395996094,9135.437011719,7004.089355469,9081.420898438,3722.839355469,3383.483886719
,-39.978027344,-53.405761719,-46.997070313,43.334960938,-23.803710938,-32.348632813,-57.373046875,1.831054688,-108.337402344,-71.105957031,7.019042969,-75.378417969,27.160644531,-106.201171875,-101.623535156,-227.355957031,-76.599121094,-40.893554688,-258.789062500,-183.410644531,-275.268554688,-196.838378906,-247.802734375,-249.633789063
,-39.367675781,-52.490234375,-46.081542969,42.419433594,-18.920898438,-32.653808594,-61.950683594,-0.915527344,-106.506347656,-68.664550781,4.577636719,-72.326660156,20.751953125,-102.539062500,-102.233886719,-227.355957031,-81.787109375,-46.997070313,-262.145996094,-186.462402344,-281.677246094,-201.721191406,-249.023437500,-251.770019531
,-38.146972656,-50.659179688,-45.776367188,40.283203125,-11.596679688,-33.264160156,-66.528320313,-4.577636719,-104.370117188,-66.528320313,2.136230469,-70.190429688,13.732910156,-99.182128906,-103.759765625,-228.271484375,-86.975097656,-53.405761719,-264.282226563,-188.903808594,-287.475585938,-205.688476563,-250.244140625,-252.990722656
,-38.146972656,-47.607421875,-46.081542969,36.315917969,-3.356933594,-34.790039063,-70.800781250,-8.239746094,-101.318359375,-63.781738281,0.000000000,-68.664550781,7.019042969,-97.045898438,-105.285644531,-229.797363281,-92.163085938,-59.509277344,-264.282226563,-191.955566406,-290.832519531,-209.960937500,-250.244140625,-252.685546875
,-38.452148438,-43.945312500,-46.081542969,32.043457031,5.493164063,-36.315917969,-74.768066406,-12.207031250,-97.656250000,-60.424804688,-1.220703125,-68.359375000,1.525878906,-95.214843750,-106.201171875,-232.543945313,-97.351074219,-65.002441406,-264.282226563,-195.312500000,-292.663574219,-213.928222656,-248.718261719,-250.549316406
,-37.536621094,-39.672851563,-45.471191406,28.076171875,14.343261719,-37.231445313,-78.430175781,-16.479492188,-93.688964844,-57.067871094,-2.441406250,-68.664550781,-1.220703125,-94.299316406,-106.506347656,-235.595703125,-102.844238281,-71.105957031,-265.197753906,-199.279785156,-292.663574219,-216.979980469,-245.971679688,-248.413085938
,-36.315917969,-34.790039063,-43.945312500,24.719238281,21.362304688,-38.452148438,-81.176757813,-21.972656250,-89.721679688,-53.710937500,-3.967285156,-69.885253906,-3.356933594,-93.688964844,-106.506347656,-239.257812500,-108.947753906,-76.904296875,-266.723632813,-202.636718750,-290.832519531,-219.421386719,-242.309570313,-247.192382813
,-33.874511719,-29.602050781,-41.809082031,22.277832031,28.076171875,-40.283203125,-83.007812500,-28.381347656,-85.754394531,-50.659179688,-6.408691406,-71.411132813,-5.798339844,-92.773437500,-106.506347656,-242.614746094,-115.051269531,-82.092285156,-269.165039063,-205.078125000,-288.391113281,-220.947265625,-237.731933594,-246.276855469
,-30.517578125,-24.414062500,-39.367675781,20.141601563,33.264160156,-43.640136719,-83.007812500,-35.400390625,-81.787109375,-48.217773438,-10.070800781,-73.242187500,-9.155273438,-91.857910156,-106.811523438,-244.445800781,-121.459960938,-86.975097656,-270.996093750,-206.298828125,-285.034179688,-221.252441406,-232.849121094,-245.971679688
,-27.465820313,-20.446777344,-36.926269531,17.700195313,38.146972656,-48.522949219,-81.787109375,-42.419433594,-78.125000000,-46.081542969,-14.038085938,-75.073242188,-13.427734375,-90.942382813,-106.506347656,-245.361328125,-127.563476563,-90.332031250,-271.911621094,-207.824707031,-281.066894531,-220.947265625,-227.661132813,-246.276855469
,-23.498535156,-17.395019531,-33.874511719,14.343261719,43.334960938,-53.710937500,-79.040527344,-48.522949219,-74.768066406,-44.250488281,-17.700195313,-75.988769531,-18.310546875,-89.416503906,-105.285644531,-245.666503906,-132.751464844,-93.078613281,-271.301269531,-208.740234375,-277.099609375,-220.031738281,-221.862792969,-246.582031250
,-19.531250000,-15.258789063,-30.212402344,10.681152344,47.912597656,-57.373046875,-75.378417969,-53.710937500,-72.021484375,-43.029785156,-21.057128906,-76.293945313,-21.972656250,-87.890625000,-101.928710938,-246.276855469,-137.329101563,-94.299316406,-269.165039063,-209.655761719,-273.132324219,-216.979980469,-216.674804688,-246.582031250
,-15.563964844,-14.038085938,-26.550292969,7.324218750,51.574707031,-59.204101563,-71.105957031,-58.593750000,-70.190429688,-42.114257813,-24.414062500,-76.599121094,-24.414062500,-86.669921875,-94.909667969,-248.718261719,-142.517089844,-94.299316406,-265.808105469,-211.486816406,-269.470214844,-212.707519531,-212.402343750,-245.056152344
,-10.986328125,-12.512207031,-22.277832031,4.577636719,53.710937500,-58.593750000,-66.223144531,-62.866210938,-69.274902344,-40.893554688,-28.991699219,-77.514648438,-26.245117188,-85.754394531,-86.364746094,-252.075195313,-147.399902344,-93.688964844,-262.451171875,-213.623046875,-266.418457031,-207.824707031,-209.045410156,-241.699218750
,-6.408691406,-11.291503906,-18.920898438,2.136230469,54.626464844,-57.067871094,-60.424804688,-67.443847656,-69.274902344,-39.062500000,-34.790039063,-79.956054688,-27.465820313,-86.364746094,-76.599121094,-255.737304688,-152.893066406,-92.163085938,-258.483886719,-216.674804688,-263.671875000,-202.636718750,-206.604003906,-236.206054688
,-2.441406250,-9.460449219,-15.869140625,-0.610351563,53.405761719,-55.236816406,-54.321289063,-71.411132813,-70.495605469,-37.231445313,-42.114257813,-83.923339844,-29.296875000,-87.280273438,-67.138671875,-258.178710938,-158.386230469,-90.332031250,-253.906250000,-220.336914063,-261.535644531,-198.974609375,-203.857421875,-229.187011719
,0.610351563,-7.629394531,-12.817382813,-4.882812500,51.269531250,-54.321289063,-48.522949219,-75.378417969,-71.716308594,-35.400390625,-49.438476563,-87.585449219,-31.433105469,-87.280273438,-60.119628906,-258.789062500,-162.963867188,-87.890625000,-249.328613281,-223.999023438,-259.399414063,-195.922851563,-201.721191406,-221.557617188
,2.746582031,-6.103515625,-10.986328125,-11.596679688,48.828125000,-54.016113281,-43.945312500,-79.040527344,-72.326660156,-33.264160156,-56.457519531,-90.026855469,-33.569335938,-86.975097656,-54.626464844,-257.263183594,-166.625976563,-84.533691406,-244.445800781,-228.271484375,-257.873535156,-193.786621094,-198.974609375,-213.928222656
,3.967285156,-4.272460938,-9.765625000,-19.226074219,46.386718750,-53.710937500,-40.588378906,-81.787109375,-72.326660156,-32.653808594,-62.561035156,-90.332031250,-36.010742188,-83.312988281,-50.659179688,-255.432128906,-168.151855469,-80.566406250,-239.562988281,-232.543945313,-257.263183594,-192.260742188,-196.533203125,-207.214355469
,4.882812500,-3.051757813,-9.765625000,-26.855468750,45.166015625,-53.710937500,-38.146972656,-83.312988281,-72.326660156,-32.348632813,-67.443847656,-89.111328125,-38.452148438,-77.209472656,-47.912597656,-253.906250000,-168.151855469,-76.599121094,-234.985351563,-237.426757813,-256.958007813,-190.429687500,-194.091796875,-201.416015625
,5.798339844,-2.441406250,-9.765625000,-35.400390625,44.555664063,-52.490234375,-36.926269531,-83.312988281,-73.242187500,-31.738281250,-72.326660156,-87.890625000,-41.503906250,-69.274902344,-45.471191406,-252.685546875,-166.931152344,-72.631835938,-230.712890625,-242.919921875,-256.958007813,-189.819335938,-191.040039063,-196.533203125
,7.324218750,-1.525878906,-9.460449219,-42.419433594,43.029785156,-50.964355469,-36.010742188,-82.397460938,-76.293945313,-30.822753906,-77.209472656,-86.975097656,-46.386718750,-59.814453125,-43.640136719,-251.770019531,-164.489746094,-69.885253906,-226.745605469,-248.107910156,-256.958007813,-188.903808594,-188.598632813,-191.650390625
,8.850097656,0.000000000,-8.239746094,-48.828125000,40.893554688,-48.217773438,-35.705566406,-80.261230469,-80.566406250,-27.770996094,-82.092285156,-86.059570313,-52.490234375,-50.659179688,-42.419433594,-251.159667969,-161.437988281,-67.749023438,-222.778320313,-253.295898438,-255.432128906,-188.598632813,-186.157226563,-187.683105469
,10.986328125,3.051757813,-6.103515625,-55.236816406,37.231445313,-45.471191406,-36.621093750,-77.819824219,-84.228515625,-22.277832031,-86.975097656,-85.449218750,-60.119628906,-43.029785156,-42.419433594,-249.328613281,-157.775878906,-65.917968750,-218.811035156,-258.178710938,-253.601074219,-187.988281250,-184.326171875,-184.326171875
,11.901855469,9.460449219,-4.577636719,-59.814453125,32.653808594,-42.419433594,-37.841796875,-74.768066406,-86.364746094,-14.038085938,-90.637207031,-84.838867188,-69.274902344,-36.315917969,-43.640136719,-247.192382813,-152.893066406,-64.392089844,-214.538574219,-262.756347656,-251.770019531,-186.462402344,-183.410644531,-182.189941406
,11.291503906,18.005371094,-3.662109375,-64.086914063,28.686523438,-38.757324219,-39.062500000,-70.800781250,-86.059570313,-4.882812500,-93.688964844,-83.618164063,-78.735351563,-31.127929688,-45.776367188,-244.140625000,-147.399902344,-63.476562500,-210.266113281,-267.333984375,-249.938964844,-184.631347656,-181.579589844,-180.969238281
,10.681152344,27.770996094,-2.441406250,-67.749023438,25.024414063,-34.790039063,-39.367675781,-65.612792969,-84.533691406,5.187988281,-95.214843750,-80.871582031,-87.890625000,-26.855468750,-49.133300781,-240.173339844,-142.211914063,-63.476562500,-205.993652344,-271.606445313,-249.633789063,-182.800292969,-178.527832031,-179.748535156
,9.765625000,37.536621094,-0.915527344,-69.274902344,21.972656250,-29.907226563,-39.367675781,-59.814453125,-83.007812500,14.953613281,-95.214843750,-77.209472656,-95.825195313,-23.498535156,-53.405761719,-235.900878906,-137.329101563,-64.086914063,-202.636718750,-275.573730469,-250.244140625,-181.579589844,-172.729492188,-178.527832031
,9.155273438,46.386718750,1.831054688,-69.274902344,18.615722656,-25.634765625,-39.978027344,-53.405761719,-81.787109375,22.583007813,-94.604492188,-72.326660156,-101.013183594,-21.362304688,-57.373046875,-231.323242188,-134.277343750,-65.307617188,-199.890136719,-279.235839844,-250.244140625,-182.495117188,-164.184570313,-177.001953125
,10.375976563,53.710937500,7.629394531,-66.833496094,15.563964844,-21.972656250,-41.809082031,-47.607421875,-81.176757813,28.686523438,-92.468261719,-66.223144531,-104.370117188,-20.141601563,-60.729980469,-226.440429688,-132.446289063,-66.528320313,-198.974609375,-282.287597656,-249.023437500,-184.326171875,-154.418945313,-175.781250000
,12.817382813,60.119628906,14.953613281,-61.950683594,11.901855469,-18.615722656,-46.081542969,-43.640136719,-80.871582031,32.958984375,-90.332031250,-59.814453125,-104.980468750,-21.362304688,-61.950683594,-221.252441406,-131.225585938,-66.833496094,-199.279785156,-284.729003906,-246.582031250,-184.936523438,-143.737792969,-174.865722656
,16.784667969,64.697265625,24.108886719,-56.762695313,7.934570313,-16.784667969,-50.659179688,-40.588378906,-80.261230469,35.705566406,-87.890625000,-53.710937500,-104.064941406,-23.193359375,-61.645507813,-216.674804688,-130.310058594,-66.528320313,-199.584960938,-286.254882813,-242.919921875,-184.631347656,-133.361816406,-174.560546875
,23.193359375,68.664550781,34.179687500,-51.269531250,3.967285156,-14.648437500,-54.016113281,-38.452148438,-78.735351563,37.841796875,-85.144042969,-47.607421875,-101.928710938,-25.634765625,-61.340332031,-212.402343750,-128.784179688,-67.138671875,-199.279785156,-286.254882813,-239.562988281,-182.189941406,-124.816894531,-174.255371094
,32.043457031,71.411132813,43.640136719,-46.997070313,0.305175781,-13.122558594,-55.847167969,-37.536621094,-76.293945313,39.367675781,-82.092285156,-42.724609375,-98.876953125,-28.686523438,-61.645507813,-208.740234375,-128.173828125,-68.359375000,-195.922851563,-285.339355469,-235.900878906,-178.222656250,-117.187500000,-172.424316406
,43.029785156,73.242187500,51.879882813,-43.945312500,-3.356933594,-11.901855469,-55.541992188,-36.315917969,-72.937011719,39.367675781,-79.040527344,-39.367675781,-94.604492188,-31.738281250,-63.476562500,-205.993652344,-127.868652344,-71.716308594,-189.208984375,-283.203125000,-232.238769531,-174.560546875,-111.083984375,-168.457031250
,56.457519531,74.157714844,58.898925781,-41.503906250,-7.629394531,-10.070800781,-54.931640625,-36.010742188,-68.969726563,38.452148438,-75.988769531,-36.621093750,-88.195800781,-34.790039063,-66.223144531,-203.857421875,-127.868652344,-75.988769531,-180.358886719,-280.151367188,-228.881835938,-171.203613281,-106.506347656,-161.743164063
,70.800781250,72.631835938,64.392089844,-40.283203125,-12.512207031,-8.850097656,-54.321289063,-36.010742188,-64.697265625,36.315917969,-73.852539063,-34.790039063,-80.566406250,-37.231445313,-68.664550781,-202.026367188,-128.479003906,-78.125000000,-170.288085938,-276.794433594,-225.219726563,-168.457031250,-102.844238281,-153.198242188
,84.533691406,70.495605469,68.359375000,-38.452148438,-18.310546875,-7.934570313,-54.626464844,-36.315917969,-60.119628906,32.958984375,-72.937011719,-33.874511719,-71.716308594,-38.146972656,-70.495605469,-200.195312500,-128.173828125,-79.040527344,-161.743164063,-272.521972656,-221.862792969,-166.015625000,-100.708007813,-143.432617188
,96.435546875,67.443847656,71.411132813,-35.400390625,-25.024414063,-7.019042969,-54.321289063,-36.926269531,-55.541992188,28.686523438,-72.326660156,-33.264160156,-61.950683594,-38.452148438,-71.716308594,-198.364257813,-127.563476563,-77.819824219,-155.944824219,-267.944335938,-217.590332031,-164.184570313,-99.792480469,-134.277343750
,104.675292969,63.476562500,73.242187500,-30.212402344,-31.738281250,-7.019042969,-53.405761719,-37.231445313,-50.964355469,24.414062500,-72.021484375,-32.348632813,-53.100585938,-38.757324219,-77.819824219,-196.228027344,-127.258300781,-75.988769531,-152.893066406,-262.451171875,-213.623046875,-161.437988281,-98.876953125,-126.953125000
,108.642578125,59.814453125,73.547363281,-22.583007813,-39.062500000,-6.713867188,-52.490234375,-37.231445313,-46.081542969,20.446777344,-71.105957031,-31.127929688,-44.860839844,-40.588378906,-86.669921875,-194.091796875,-127.258300781,-75.683593750,-152.893066406,-256.958007813,-209.045410156,-158.081054688,-98.876953125,-120.849609375
,108.642578125,55.847167969,73.242187500,-14.038085938,-45.776367188,-5.798339844,-50.354003906,-38.452148438,-42.419433594,18.615722656,-68.664550781,-29.296875000,-37.536621094,-43.640136719,-98.876953125,-191.650390625,-128.784179688,-76.293945313,-154.113769531,-251.464843750,-203.247070313,-154.113769531,-98.876953125,-116.577148438
,105.285644531,52.795410156,72.631835938,-5.493164063,-52.490234375,-3.662109375,-48.828125000,-40.893554688,-38.757324219,18.310546875,-65.307617188,-26.550292969,-32.043457031,-46.691894531,-113.830566406,-189.819335938,-129.699707031,-76.599121094,-155.029296875,-246.887207031,-197.448730469,-148.925781250,-98.571777344,-112.915039063
,99.487304688,50.964355469,71.716308594,1.220703125,-59.814453125,0.610351563,-46.997070313,-45.471191406,-36.010742188,18.005371094,-61.035156250,-24.108886719,-28.076171875,-49.743652344,-120.849609375,-188.598632813,-129.699707031,-76.599121094,-155.334472656,-243.225097656,-191.650390625,-144.042968750,-98.876953125,-109.863281250
,91.857910156,49.743652344,69.580078125,5.493164063,-66.833496094,7.629394531,-44.555664063,-49.743652344,-33.874511719,16.784667969,-56.152343750,-22.277832031,-25.634765625,-51.574707031,-122.985839844,-187.988281250,-128.784179688,-75.073242188,-154.113769531,-240.173339844,-185.546875000,-137.939453125,-99.487304688,-107.421875000
,83.923339844,47.607421875,66.833496094,6.713867188,-73.242187500,16.479492188,-41.809082031,-52.795410156,-32.043457031,14.038085938,-50.659179688,-21.667480469,-25.329589844,-52.795410156,-121.765136719,-187.683105469,-126.037597656,-72.021484375,-152.282714844,-237.731933594,-180.664062500,-131.530761719,-99.487304688,-105.285644531
,77.209472656,44.555664063,63.476562500,5.187988281,-79.650878906,26.245117188,-37.841796875,-53.710937500,-30.517578125,9.765625000,-44.860839844,-21.667480469,-26.855468750,-54.321289063,-118.103027344,-185.546875000,-123.596191406,-68.359375000,-149.230957031,-236.206054688,-176.086425781,-124.511718750,-98.571777344,-103.759765625
,72.326660156,39.978027344,61.035156250,1.525878906,-85.144042969,36.010742188,-32.958984375,-52.490234375,-29.296875000,6.103515625,-39.367675781,-21.667480469,-29.296875000,-55.541992188,-117.492675781,-180.969238281,-121.765136719,-63.476562500,-145.263671875,-235.290527344,-172.729492188,-117.797851563,-97.351074219,-102.844238281
,70.190429688,35.705566406,59.509277344,-2.441406250,-89.111328125,43.334960938,-27.770996094,-50.659179688,-28.076171875,3.051757813,-35.400390625,-20.141601563,-32.653808594,-57.678222656,-119.323730469,-173.950195313,-119.934082031,-58.898925781,-140.991210938,-235.290527344,-169.372558594,-112.304687500,-96.435546875,-102.233886719
,68.969726563,32.043457031,58.288574219,-7.019042969,-91.857910156,48.217773438,-23.193359375,-49.743652344,-26.855468750,0.915527344,-33.264160156,-16.174316406,-36.010742188,-59.814453125,-122.070312500,-165.100097656,-118.713378906,-55.236816406,-136.108398438,-234.985351563,-166.320800781,-106.811523438,-95.520019531,-102.844238281
,67.138671875,29.296875000,56.152343750,-11.291503906,-92.468261719,49.743652344,-19.531250000,-49.438476563,-25.939941406,-0.915527344,-33.569335938,-9.460449219,-39.672851563,-62.561035156,-125.427246094,-155.639648438,-117.187500000,-50.964355469,-130.310058594,-233.764648438,-163.269042969,-102.844238281,-96.130371094,-104.370117188
,64.392089844,27.160644531,52.185058594,-15.869140625,-91.247558594,48.522949219,-16.784667969,-49.133300781,-25.939941406,-2.746582031,-35.095214844,-1.525878906,-43.334960938,-65.307617188,-128.784179688,-147.399902344,-115.051269531,-47.302246094,-122.680664063,-232.238769531,-158.996582031,-99.487304688,-96.130371094,-105.285644531
,59.814453125,24.719238281,47.302246094,-21.362304688,-88.806152344,46.997070313,-15.258789063,-48.522949219,-26.855468750,-4.882812500,-36.315917969,6.713867188,-46.691894531,-67.749023438,-131.835937500,-141.296386719,-113.220214844,-42.419433594,-114.135742188,-230.407714844,-154.724121094,-96.435546875,-95.825195313,-105.285644531
,54.931640625,21.972656250,42.419433594,-26.855468750,-85.144042969,45.776367188,-14.038085938,-46.997070313,-27.770996094,-7.934570313,-37.536621094,14.343261719,-48.828125000,-70.495605469,-134.582519531,-137.023925781,-111.083984375,-36.926269531,-105.285644531,-229.797363281,-150.451660156,-93.688964844,-95.214843750,-103.149414063
