Test Name,H-Reflex Inc-Dec
Test Item,Left M-max
Patient Name,"week5  s2812mytb"
Patient ID,
Test Date,8/6/2019
Trace Label,"Tr 1 : 32 mA","Tr 2 : 55 mA","Tr 3 : 55 mA","Tr 4 : 63 mA","Tr 5 : 63 mA","Tr 6 : 63 mA","Tr 7 : 63 mA","Tr 8 : 73 mA","Tr 9 : 81 mA","Tr 10 : 81 mA","Tr 11 : 91 mA","Tr 12 : 91 mA","Tr 13 : 95 mA"
Sensitivity (µV/Div),2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00
Hicut,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00
Locut,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00
ms/Sample,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563,0.1563
Samples,640,640,640,640,640,640,640,640,640,640,640,640,640
Trace Data (µV),9047.241210938,3730.468750000,3416.442871094,9873.657226563,3683.776855469,9770.202636719,8302.307128906,4638.671875000,5235.595703125,2980.346679688,9470.214843750,3418.884277344,9561.157226563
,93.688964844,54.626464844,128.479003906,21.972656250,18.005371094,-51.269531250,-70.190429688,-95.825195313,-94.909667969,-173.645019531,-158.996582031,-191.345214844,-108.337402344
,90.637207031,66.223144531,124.206542969,13.732910156,14.038085938,-51.574707031,-72.631835938,-97.961425781,-101.318359375,-169.982910156,-158.081054688,-194.091796875,-103.759765625
,86.059570313,75.988769531,118.103027344,4.577636719,11.291503906,-52.490234375,-75.378417969,-99.792480469,-108.642578125,-166.320800781,-155.944824219,-195.617675781,-96.435546875
,80.261230469,83.618164063,111.999511719,-5.798339844,8.850097656,-54.016113281,-78.125000000,-101.623535156,-117.797851563,-163.269042969,-152.893066406,-196.533203125,-87.585449219
,74.462890625,89.111328125,106.201171875,-16.784667969,5.187988281,-56.152343750,-81.176757813,-104.064941406,-128.479003906,-160.827636719,-149.536132813,-196.533203125,-78.125000000
,69.580078125,92.773437500,101.013183594,-28.076171875,0.000000000,-58.288574219,-84.533691406,-106.811523438,-140.075683594,-159.606933594,-146.179199219,-195.922851563,-70.190429688
,65.917968750,95.825195313,97.351074219,-38.452148438,-5.798339844,-60.119628906,-89.416503906,-109.252929688,-151.672363281,-158.996582031,-143.127441406,-194.702148438,-64.086914063
,63.476562500,97.045898438,94.604492188,-47.912597656,-11.596679688,-59.814453125,-93.994140625,-111.083984375,-162.353515625,-159.301757813,-140.380859375,-192.871093750,-59.509277344
,61.950683594,96.740722656,91.552734375,-56.762695313,-16.784667969,-57.983398438,-98.571777344,-110.473632813,-172.729492188,-159.301757813,-137.939453125,-190.734863281,-56.457519531
,59.509277344,94.299316406,87.890625000,-64.392089844,-21.972656250,-54.016113281,-102.233886719,-106.811523438,-182.495117188,-159.912109375,-136.718750000,-188.598632813,-54.626464844
,57.067871094,89.721679688,83.618164063,-71.716308594,-27.160644531,-46.997070313,-104.980468750,-100.402832031,-191.345214844,-161.132812500,-136.718750000,-187.072753906,-53.710937500
,54.321289063,84.533691406,78.430175781,-78.735351563,-32.043457031,-37.536621094,-107.116699219,-90.942382813,-199.890136719,-162.353515625,-137.939453125,-186.157226563,-55.236816406
,51.574707031,78.735351563,73.242187500,-85.449218750,-36.926269531,-27.160644531,-108.642578125,-80.261230469,-207.824707031,-163.879394531,-139.770507813,-185.546875000,-58.593750000
,49.438476563,73.242187500,68.664550781,-91.552734375,-42.419433594,-17.089843750,-110.473632813,-70.190429688,-215.454101563,-165.405273438,-141.601562500,-184.936523438,-63.171386719
,47.607421875,68.664550781,64.086914063,-96.130371094,-47.912597656,-8.850097656,-112.304687500,-61.950683594,-222.778320313,-167.236328125,-143.127441406,-184.936523438,-68.969726563
,46.081542969,65.002441406,60.119628906,-99.487304688,-54.626464844,-3.662109375,-114.135742188,-56.457519531,-228.271484375,-168.762207031,-144.348144531,-184.631347656,-75.073242188
,44.860839844,62.255859375,56.152343750,-101.013183594,-61.645507813,-0.915527344,-115.966796875,-53.710937500,-232.543945313,-171.203613281,-145.263671875,-184.631347656,-80.871582031
,42.724609375,60.119628906,51.879882813,-100.708007813,-69.274902344,0.000000000,-116.577148438,-52.490234375,-234.985351563,-174.560546875,-145.874023438,-184.936523438,-86.669921875
,40.283203125,57.373046875,46.691894531,-98.571777344,-78.430175781,0.000000000,-116.577148438,-52.490234375,-235.900878906,-177.612304688,-147.094726563,-185.241699219,-91.857910156
,37.536621094,54.016113281,41.198730469,-94.909667969,-88.195800781,-1.831054688,-115.966796875,-53.405761719,-235.290527344,-180.969238281,-148.315429688,-185.241699219,-96.130371094
,34.484863281,50.048828125,36.010742188,-90.026855469,-98.266601563,-5.187988281,-114.135742188,-55.236816406,-232.543945313,-183.410644531,-149.230957031,-184.936523438,-99.792480469
,31.433105469,46.386718750,30.822753906,-84.533691406,-109.252929688,-10.070800781,-112.304687500,-57.983398438,-227.966308594,-184.631347656,-149.230957031,-184.631347656,-103.149414063
,27.465820313,43.334960938,25.329589844,-78.735351563,-119.628906250,-16.174316406,-109.558105469,-61.035156250,-221.862792969,-185.241699219,-147.399902344,-184.631347656,-106.506347656
,22.277832031,40.588378906,19.226074219,-72.631835938,-129.394531250,-22.277832031,-106.811523438,-65.307617188,-214.233398438,-185.241699219,-142.211914063,-185.241699219,-110.168457031
,14.953613281,38.146972656,11.901855469,-67.138671875,-138.549804688,-28.076171875,-103.454589844,-69.580078125,-207.214355469,-185.241699219,-134.582519531,-185.241699219,-113.525390625
,6.713867188,36.010742188,4.577636719,-62.255859375,-146.179199219,-32.958984375,-99.792480469,-74.157714844,-200.805664063,-185.546875000,-125.122070313,-183.715820313,-117.187500000
,-1.831054688,33.264160156,-3.051757813,-57.983398438,-152.893066406,-36.621093750,-96.130371094,-78.735351563,-195.617675781,-186.157226563,-114.440917969,-180.053710938,-121.154785156
,-10.986328125,30.212402344,-10.070800781,-54.931640625,-158.996582031,-39.367675781,-93.383789063,-82.397460938,-191.650390625,-186.767578125,-104.675292969,-173.645019531,-125.427246094
,-19.531250000,26.855468750,-16.174316406,-53.100585938,-164.489746094,-41.503906250,-91.552734375,-85.449218750,-188.293457031,-187.072753906,-95.825195313,-164.184570313,-129.394531250
,-27.770996094,22.888183594,-21.362304688,-51.574707031,-169.372558594,-43.945312500,-90.942382813,-88.195800781,-185.546875000,-186.767578125,-89.111328125,-153.808593750,-133.666992188
,-35.400390625,18.920898438,-26.550292969,-50.964355469,-173.339843750,-46.691894531,-90.942382813,-91.857910156,-183.410644531,-185.546875000,-83.923339844,-142.822265625,-138.549804688
,-42.114257813,14.038085938,-31.738281250,-51.269531250,-176.391601563,-50.354003906,-90.942382813,-96.130371094,-181.274414063,-183.715820313,-80.261230469,-133.056640625,-143.737792969
,-48.828125000,8.239746094,-37.841796875,-52.185058594,-177.917480469,-54.626464844,-90.942382813,-101.013183594,-180.358886719,-181.579589844,-77.209472656,-126.037597656,-149.230957031
,-55.541992188,1.831054688,-44.860839844,-53.710937500,-177.612304688,-59.204101563,-90.026855469,-106.201171875,-180.053710938,-179.138183594,-75.073242188,-120.849609375,-155.639648438
,-61.645507813,-5.493164063,-52.490234375,-54.931640625,-176.391601563,-63.781738281,-89.721679688,-111.389160156,-180.358886719,-177.001953125,-75.073242188,-117.187500000,-162.353515625
,-66.833496094,-13.732910156,-60.119628906,-56.457519531,-173.339843750,-68.664550781,-89.416503906,-115.966796875,-181.274414063,-174.865722656,-77.514648438,-115.051269531,-169.677734375
,-71.105957031,-21.972656250,-66.833496094,-57.983398438,-169.067382813,-73.547363281,-89.416503906,-120.849609375,-182.800292969,-173.034667969,-81.787109375,-113.525390625,-177.917480469
,-72.631835938,-30.212402344,-71.716308594,-60.729980469,-163.269042969,-78.735351563,-90.637207031,-125.427246094,-184.020996094,-171.508789063,-87.890625000,-113.830566406,-185.852050781
,-72.021484375,-37.841796875,-75.073242188,-64.697265625,-156.860351563,-84.228515625,-90.942382813,-130.004882813,-185.852050781,-170.288085938,-94.604492188,-116.271972656,-194.091796875
,-69.885253906,-43.945312500,-75.683593750,-69.580078125,-150.756835938,-90.026855469,-90.637207031,-134.277343750,-188.293457031,-169.372558594,-100.402832031,-119.934082031,-202.026367188
,-65.612792969,-50.354003906,-74.157714844,-74.462890625,-144.653320313,-96.435546875,-87.585449219,-138.854980469,-191.040039063,-168.457031250,-105.895996094,-124.816894531,-209.960937500
,-61.035156250,-56.762695313,-70.190429688,-78.735351563,-139.770507813,-103.149414063,-81.787109375,-143.127441406,-194.396972656,-168.151855469,-109.558105469,-129.394531250,-216.979980469
,-55.847167969,-63.476562500,-65.002441406,-81.481933594,-135.803222656,-110.473632813,-73.852539063,-148.010253906,-197.448730469,-167.541503906,-112.304687500,-134.277343750,-223.083496094
,-50.354003906,-71.105957031,-59.204101563,-83.618164063,-132.141113281,-118.408203125,-63.781738281,-153.198242188,-199.584960938,-166.931152344,-115.051269531,-139.160156250,-228.881835938
,-45.166015625,-77.819824219,-53.405761719,-84.838867188,-128.784179688,-127.258300781,-53.100585938,-158.996582031,-200.805664063,-166.320800781,-118.408203125,-142.517089844,-234.680175781
,-39.978027344,-83.007812500,-47.912597656,-85.449218750,-125.122070313,-136.413574219,-42.724609375,-165.405273438,-201.416015625,-165.100097656,-122.375488281,-144.958496094,-240.173339844
,-35.400390625,-85.754394531,-42.724609375,-86.059570313,-122.070312500,-145.568847656,-33.874511719,-172.424316406,-202.026367188,-164.184570313,-126.953125000,-146.484375000,-245.971679688
,-31.738281250,-84.838867188,-38.146972656,-86.364746094,-119.628906250,-155.334472656,-27.160644531,-180.664062500,-202.331542969,-163.269042969,-131.225585938,-148.010253906,-251.159667969
,-28.381347656,-81.787109375,-34.179687500,-86.669921875,-118.713378906,-164.184570313,-22.583007813,-189.208984375,-202.331542969,-163.269042969,-134.887695313,-149.841308594,-254.821777344
,-25.329589844,-76.599121094,-30.517578125,-86.669921875,-118.713378906,-172.729492188,-18.920898438,-198.059082031,-202.026367188,-164.184570313,-138.549804688,-152.282714844,-256.042480469
,-22.888183594,-70.190429688,-26.855468750,-85.144042969,-119.323730469,-180.358886719,-16.479492188,-206.298828125,-201.416015625,-164.489746094,-141.906738281,-155.029296875,-254.516601563
,-21.057128906,-63.781738281,-24.414062500,-82.702636719,-119.934082031,-186.462402344,-15.258789063,-212.707519531,-200.500488281,-164.184570313,-145.263671875,-157.775878906,-251.159667969
,-20.141601563,-56.457519531,-22.583007813,-79.956054688,-120.849609375,-191.955566406,-15.869140625,-217.895507813,-198.364257813,-160.827636719,-148.620605469,-160.522460938,-245.361328125
,-19.836425781,-49.438476563,-21.972656250,-76.599121094,-122.375488281,-196.533203125,-19.226074219,-222.167968750,-196.228027344,-154.113769531,-151.672363281,-163.269042969,-238.952636719
,-20.141601563,-43.029785156,-21.972656250,-72.937011719,-125.122070313,-200.500488281,-23.803710938,-226.135253906,-192.565917969,-144.348144531,-155.639648438,-166.320800781,-232.849121094
,-20.751953125,-37.841796875,-22.277832031,-69.580078125,-128.784179688,-203.857421875,-30.212402344,-230.102539063,-188.293457031,-131.530761719,-159.912109375,-169.372558594,-226.440429688
,-21.057128906,-33.569335938,-22.583007813,-65.917968750,-132.141113281,-206.604003906,-36.926269531,-233.764648438,-183.715820313,-118.408203125,-165.405273438,-173.339843750,-220.642089844
,-21.667480469,-29.907226563,-23.193359375,-62.561035156,-134.887695313,-207.824707031,-42.724609375,-236.206054688,-178.833007813,-105.895996094,-171.813964844,-177.307128906,-215.148925781
,-23.193359375,-27.160644531,-24.719238281,-59.509277344,-137.329101563,-207.824707031,-47.912597656,-237.121582031,-173.950195313,-95.825195313,-178.833007813,-181.579589844,-209.655761719
,-25.329589844,-24.414062500,-27.465820313,-56.762695313,-138.549804688,-206.298828125,-51.269531250,-235.595703125,-169.677734375,-88.195800781,-186.462402344,-186.462402344,-204.772949219
,-28.381347656,-21.972656250,-31.127929688,-54.626464844,-139.465332031,-202.636718750,-53.100585938,-231.933593750,-165.710449219,-82.092285156,-195.617675781,-191.955566406,-199.584960938
,-31.127929688,-20.446777344,-34.790039063,-53.100585938,-140.075683594,-197.753906250,-55.541992188,-227.050781250,-162.658691406,-77.514648438,-204.467773438,-198.974609375,-195.007324219
,-32.653808594,-19.226074219,-37.536621094,-52.490234375,-140.686035156,-191.955566406,-57.678222656,-221.252441406,-159.606933594,-73.547363281,-213.317871094,-206.909179688,-190.734863281
,-32.958984375,-18.920898438,-39.367675781,-52.185058594,-140.686035156,-185.852050781,-60.729980469,-215.454101563,-157.470703125,-70.800781250,-221.862792969,-215.759277344,-187.377929688
,-32.348632813,-19.531250000,-40.283203125,-52.490234375,-140.686035156,-179.748535156,-64.392089844,-209.655761719,-156.250000000,-71.105957031,-228.576660156,-224.609375000,-185.546875000
,-30.822753906,-19.531250000,-40.283203125,-52.795410156,-139.770507813,-174.255371094,-67.443847656,-204.467773438,-154.724121094,-73.242187500,-234.375000000,-233.154296875,-184.326171875
,-29.907226563,-20.446777344,-39.978027344,-52.795410156,-137.634277344,-168.457031250,-70.495605469,-199.279785156,-153.198242188,-77.209472656,-239.562988281,-240.783691406,-184.326171875
,-28.991699219,-21.972656250,-39.672851563,-53.100585938,-134.582519531,-163.269042969,-73.242187500,-194.702148438,-151.367187500,-82.702636719,-244.140625000,-247.497558594,-184.631347656
,-28.991699219,-24.108886719,-39.672851563,-53.405761719,-131.225585938,-158.081054688,-75.378417969,-190.429687500,-148.620605469,-88.500976563,-248.718261719,-253.601074219,-184.326171875
,-29.296875000,-27.160644531,-39.978027344,-53.710937500,-127.868652344,-153.503417969,-78.430175781,-186.462402344,-146.789550781,-94.299316406,-252.685546875,-259.399414063,-184.326171875
,-29.296875000,-30.517578125,-39.367675781,-54.016113281,-124.511718750,-149.536132813,-82.397460938,-182.800292969,-145.874023438,-99.487304688,-255.737304688,-263.977050781,-185.241699219
,-28.381347656,-33.264160156,-38.146972656,-53.710937500,-121.459960938,-145.568847656,-86.975097656,-179.443359375,-146.179199219,-103.454589844,-257.263183594,-268.859863281,-186.767578125
,-26.245117188,-35.400390625,-35.705566406,-52.185058594,-117.492675781,-142.822265625,-92.468261719,-176.086425781,-147.399902344,-106.201171875,-257.568359375,-273.437500000,-189.514160156
,-22.583007813,-36.315917969,-32.653808594,-48.217773438,-113.525390625,-140.991210938,-97.961425781,-173.645019531,-148.010253906,-108.642578125,-256.347656250,-276.794433594,-192.565917969
,-17.700195313,-36.926269531,-28.991699219,-41.198730469,-109.558105469,-139.770507813,-103.454589844,-172.119140625,-147.705078125,-111.694335938,-253.601074219,-279.846191406,-194.702148438
,-12.512207031,-37.841796875,-24.414062500,-32.653808594,-106.201171875,-139.160156250,-109.558105469,-171.203613281,-144.348144531,-114.746093750,-249.633789063,-280.761718750,-195.922851563
,-7.019042969,-38.757324219,-19.836425781,-22.277832031,-103.454589844,-139.465332031,-116.577148438,-170.898437500,-138.244628906,-118.408203125,-244.750976563,-279.846191406,-196.533203125
,-1.220703125,-39.978027344,-15.258789063,-12.207031250,-101.623535156,-139.465332031,-124.511718750,-170.288085938,-129.089355469,-121.765136719,-238.647460938,-277.099609375,-196.533203125
,3.356933594,-40.588378906,-10.986328125,-3.356933594,-99.792480469,-140.075683594,-133.666992188,-169.677734375,-117.492675781,-124.206542969,-231.933593750,-272.521972656,-196.533203125
,7.629394531,-39.672851563,-7.934570313,3.967285156,-97.656250000,-141.601562500,-142.822265625,-170.593261719,-105.285644531,-126.647949219,-224.304199219,-267.333984375,-196.533203125
,11.291503906,-37.841796875,-6.103515625,10.375976563,-95.825195313,-144.042968750,-151.367187500,-172.119140625,-94.299316406,-129.089355469,-216.674804688,-261.535644531,-196.533203125
,13.732910156,-34.484863281,-4.272460938,15.258789063,-93.078613281,-147.094726563,-158.996582031,-175.476074219,-85.144042969,-131.530761719,-210.266113281,-254.821777344,-196.228027344
,15.563964844,-29.907226563,-2.746582031,19.836425781,-91.247558594,-150.146484375,-164.794921875,-178.833007813,-77.819824219,-134.887695313,-204.467773438,-248.718261719,-195.617675781
,16.174316406,-25.329589844,-2.136230469,22.888183594,-89.111328125,-151.977539063,-169.982910156,-180.969238281,-72.326660156,-138.549804688,-199.584960938,-242.309570313,-194.396972656
,15.563964844,-19.836425781,-1.525878906,24.719238281,-87.890625000,-152.893066406,-174.255371094,-181.884765625,-68.054199219,-143.127441406,-195.312500000,-236.816406250,-191.650390625
,14.343261719,-14.038085938,-1.831054688,24.719238281,-88.195800781,-152.587890625,-178.833007813,-182.189941406,-65.612792969,-148.620605469,-191.040039063,-232.238769531,-187.377929688
,12.817382813,-9.460449219,-2.136230469,22.888183594,-89.111328125,-151.977539063,-183.410644531,-182.189941406,-64.697265625,-154.418945313,-187.072753906,-227.355957031,-182.495117188
,11.291503906,-4.272460938,-1.831054688,20.141601563,-90.637207031,-151.367187500,-187.377929688,-182.495117188,-65.917968750,-160.522460938,-183.715820313,-222.473144531,-176.696777344
,10.070800781,-0.305175781,-1.220703125,15.563964844,-92.163085938,-150.756835938,-190.734863281,-182.800292969,-69.274902344,-167.541503906,-181.579589844,-218.505859375,-170.898437500
,8.544921875,2.441406250,-0.305175781,10.375976563,-91.247558594,-149.841308594,-192.260742188,-182.495117188,-73.547363281,-174.865722656,-179.748535156,-214.843750000,-165.405273438
,6.103515625,5.798339844,-0.305175781,4.882812500,-87.280273438,-148.925781250,-191.955566406,-182.189941406,-79.040527344,-182.800292969,-177.917480469,-211.791992188,-160.522460938
,2.746582031,7.324218750,-0.305175781,0.000000000,-79.650878906,-146.789550781,-189.819335938,-181.274414063,-83.923339844,-190.429687500,-176.086425781,-209.350585938,-156.555175781
,0.000000000,8.239746094,-0.610351563,-3.356933594,-67.443847656,-143.737792969,-185.852050781,-179.138183594,-88.195800781,-197.143554688,-174.560546875,-206.909179688,-152.893066406
,-2.441406250,8.850097656,0.305175781,-5.493164063,-53.710937500,-140.380859375,-180.969238281,-175.781250000,-91.857910156,-202.331542969,-173.645019531,-205.078125000,-149.841308594
,-1.831054688,8.850097656,4.577636719,-7.934570313,-38.757324219,-136.413574219,-175.170898438,-171.203613281,-94.299316406,-206.298828125,-174.560546875,-203.857421875,-147.094726563
,1.831054688,9.460449219,11.596679688,-10.375976563,-25.634765625,-131.530761719,-168.457031250,-166.015625000,-96.435546875,-209.350585938,-176.086425781,-202.636718750,-145.263671875
,9.765625000,10.375976563,21.057128906,-14.038085938,-15.258789063,-126.037597656,-161.743164063,-160.522460938,-98.876953125,-212.402343750,-177.917480469,-202.636718750,-144.042968750
,21.057128906,11.596679688,32.348632813,-18.005371094,-6.713867188,-119.323730469,-155.029296875,-155.029296875,-101.623535156,-215.454101563,-179.443359375,-203.552246094,-143.127441406
,33.264160156,12.512207031,43.640136719,-21.057128906,0.000000000,-112.304687500,-148.925781250,-149.841308594,-104.064941406,-218.505859375,-180.969238281,-205.383300781,-141.906738281
,45.471191406,12.207031250,53.710937500,-24.414062500,5.493164063,-105.590820313,-144.042968750,-144.348144531,-106.506347656,-221.862792969,-181.579589844,-207.824707031,-140.686035156
,55.236816406,11.291503906,61.950683594,-27.160644531,8.850097656,-98.876953125,-139.465332031,-139.770507813,-108.337402344,-224.609375000,-182.189941406,-209.655761719,-139.160156250
,62.866210938,10.375976563,68.359375000,-29.602050781,8.850097656,-93.078613281,-135.498046875,-135.192871094,-110.473632813,-226.135253906,-182.800292969,-211.181640625,-137.634277344
,68.664550781,10.375976563,73.242187500,-32.348632813,5.798339844,-88.500976563,-131.225585938,-131.835937500,-112.915039063,-226.440429688,-183.410644531,-211.791992188,-137.329101563
,73.242187500,12.512207031,76.599121094,-35.400390625,0.915527344,-85.449218750,-127.258300781,-130.004882813,-115.966796875,-224.914550781,-184.326171875,-211.486816406,-137.329101563
,76.904296875,17.700195313,78.735351563,-38.757324219,-4.882812500,-84.228515625,-123.901367188,-128.784179688,-119.323730469,-221.557617188,-185.546875000,-211.486816406,-137.329101563
,79.040527344,25.634765625,79.345703125,-42.724609375,-10.681152344,-83.923339844,-121.765136719,-128.479003906,-122.680664063,-216.979980469,-185.852050781,-211.181640625,-136.718750000
,79.345703125,36.315917969,77.209472656,-47.302246094,-15.869140625,-83.923339844,-120.849609375,-128.479003906,-126.647949219,-211.181640625,-185.241699219,-210.571289063,-133.361816406
,77.819824219,48.828125000,73.852539063,-52.795410156,-19.226074219,-83.923339844,-120.544433594,-127.563476563,-130.310058594,-204.467773438,-184.020996094,-210.571289063,-127.563476563
,75.073242188,61.035156250,69.580078125,-58.898925781,-21.057128906,-83.312988281,-120.544433594,-126.647949219,-133.972167969,-198.364257813,-181.884765625,-209.655761719,-119.018554688
,71.716308594,71.716308594,64.392089844,-65.917968750,-21.667480469,-83.312988281,-120.849609375,-125.427246094,-138.549804688,-192.565917969,-179.138183594,-208.435058594,-107.727050781
,68.054199219,79.650878906,60.119628906,-73.547363281,-22.277832031,-83.312988281,-121.154785156,-123.901367188,-144.042968750,-187.377929688,-175.781250000,-206.909179688,-95.520019531
,65.002441406,84.838867188,55.847167969,-81.481933594,-23.498535156,-83.618164063,-122.375488281,-122.985839844,-150.451660156,-182.800292969,-171.508789063,-204.162597656,-83.923339844
,62.561035156,87.890625000,52.185058594,-89.111328125,-25.329589844,-85.144042969,-124.816894531,-122.375488281,-158.081054688,-178.222656250,-167.236328125,-200.500488281,-74.157714844
,61.645507813,90.026855469,49.743652344,-96.435546875,-27.770996094,-86.364746094,-127.258300781,-121.765136719,-165.710449219,-173.645019531,-162.658691406,-195.617675781,-65.917968750
,62.255859375,90.942382813,46.997070313,-102.539062500,-29.907226563,-86.364746094,-129.394531250,-120.849609375,-172.729492188,-170.288085938,-158.386230469,-190.124511719,-59.814453125
,62.866210938,90.026855469,43.945312500,-108.032226563,-31.433105469,-84.228515625,-130.004882813,-116.882324219,-179.748535156,-166.931152344,-154.724121094,-184.326171875,-54.931640625
,62.561035156,87.585449219,40.588378906,-112.609863281,-33.264160156,-78.125000000,-129.394531250,-110.473632813,-185.241699219,-164.794921875,-151.367187500,-178.833007813,-51.269531250
,61.340332031,83.618164063,36.621093750,-116.882324219,-34.790039063,-68.664550781,-127.868652344,-101.318359375,-190.429687500,-163.269042969,-148.620605469,-174.255371094,-50.048828125
,57.983398438,78.430175781,32.958984375,-121.459960938,-36.926269531,-56.762695313,-125.732421875,-89.111328125,-194.091796875,-161.743164063,-146.789550781,-170.288085938,-50.659179688
,54.016113281,72.937011719,29.296875000,-126.342773438,-39.672851563,-44.250488281,-123.596191406,-75.988769531,-197.448730469,-160.827636719,-145.263671875,-166.320800781,-53.100585938
,49.743652344,67.138671875,25.939941406,-130.310058594,-42.419433594,-33.264160156,-121.765136719,-63.476562500,-201.416015625,-159.912109375,-143.737792969,-163.879394531,-56.762695313
,45.776367188,62.255859375,21.972656250,-133.666992188,-46.081542969,-24.108886719,-119.934082031,-52.185058594,-205.383300781,-159.301757813,-141.906738281,-161.743164063,-61.645507813
,42.419433594,58.288574219,18.310546875,-134.887695313,-49.438476563,-17.395019531,-118.408203125,-44.250488281,-209.350585938,-158.996582031,-139.465332031,-160.522460938,-66.833496094
,39.367675781,56.152343750,14.343261719,-134.277343750,-52.795410156,-11.901855469,-116.271972656,-37.841796875,-212.097167969,-159.606933594,-136.718750000,-160.217285156,-72.021484375
,35.705566406,54.626464844,10.375976563,-130.920410156,-57.678222656,-7.629394531,-113.830566406,-33.264160156,-212.097167969,-160.827636719,-134.887695313,-159.301757813,-76.599121094
,31.127929688,53.100585938,6.103515625,-125.732421875,-64.392089844,-5.187988281,-110.473632813,-28.991699219,-210.571289063,-163.574218750,-133.972167969,-158.081054688,-79.040527344
,25.329589844,50.964355469,1.831054688,-119.628906250,-72.631835938,-4.577636719,-106.506347656,-25.939941406,-206.604003906,-165.710449219,-133.972167969,-156.555175781,-80.871582031
,19.226074219,47.912597656,-2.441406250,-112.915039063,-82.092285156,-6.408691406,-101.013183594,-25.329589844,-201.721191406,-167.846679688,-133.972167969,-154.724121094,-81.787109375
,12.512207031,44.555664063,-7.934570313,-105.895996094,-92.163085938,-10.681152344,-94.909667969,-26.245117188,-196.228027344,-169.067382813,-134.277343750,-153.808593750,-83.618164063
,5.798339844,42.114257813,-14.343261719,-99.487304688,-101.318359375,-16.174316406,-89.111328125,-28.991699219,-190.124511719,-169.677734375,-132.141113281,-153.808593750,-85.449218750
,-1.525878906,39.672851563,-21.667480469,-93.688964844,-110.168457031,-22.277832031,-83.312988281,-33.264160156,-183.410644531,-169.982910156,-126.953125000,-153.503417969,-87.890625000
,-9.765625000,37.536621094,-30.212402344,-88.500976563,-117.797851563,-28.381347656,-78.125000000,-37.231445313,-177.307128906,-169.067382813,-118.408203125,-152.587890625,-90.026855469
,-18.920898438,35.095214844,-38.146972656,-83.923339844,-125.122070313,-33.569335938,-73.242187500,-40.893554688,-171.203613281,-167.846679688,-106.201171875,-148.620605469,-91.857910156
,-27.465820313,32.043457031,-46.081542969,-79.650878906,-131.835937500,-36.621093750,-69.274902344,-43.945312500,-166.320800781,-166.320800781,-92.163085938,-141.601562500,-93.078613281
,-35.400390625,28.686523438,-53.405761719,-75.683593750,-138.549804688,-38.146972656,-66.223144531,-44.250488281,-162.658691406,-164.489746094,-78.125000000,-131.530761719,-93.994140625
,-42.114257813,24.719238281,-59.814453125,-72.326660156,-144.958496094,-38.452148438,-65.307617188,-42.724609375,-159.301757813,-162.353515625,-65.307617188,-119.018554688,-94.909667969
,-47.607421875,20.141601563,-64.697265625,-68.969726563,-150.756835938,-38.757324219,-65.917968750,-39.672851563,-156.250000000,-159.606933594,-54.931640625,-105.895996094,-95.520019531
,-51.574707031,14.038085938,-68.969726563,-66.528320313,-155.334472656,-39.367675781,-67.749023438,-35.705566406,-153.198242188,-156.250000000,-46.997070313,-93.078613281,-97.351074219
,-55.236816406,6.713867188,-72.631835938,-64.697265625,-157.470703125,-40.588378906,-70.190429688,-32.043457031,-150.146484375,-152.587890625,-40.893554688,-81.481933594,-99.487304688
,-58.288574219,-1.220703125,-76.293945313,-63.781738281,-157.165527344,-43.029785156,-72.021484375,-28.381347656,-147.094726563,-148.010253906,-36.315917969,-72.631835938,-102.233886719
,-61.035156250,-10.681152344,-80.261230469,-64.392089844,-154.724121094,-45.166015625,-73.242187500,-25.329589844,-144.042968750,-143.432617188,-33.264160156,-65.002441406,-106.506347656
,-63.476562500,-20.751953125,-83.007812500,-64.697265625,-150.451660156,-47.302246094,-74.157714844,-22.888183594,-141.296386719,-137.939453125,-31.738281250,-58.898925781,-111.389160156
,-65.612792969,-31.127929688,-84.838867188,-65.917968750,-144.653320313,-50.048828125,-74.157714844,-21.667480469,-138.549804688,-132.446289063,-31.127929688,-54.321289063,-117.797851563
,-66.833496094,-40.893554688,-84.228515625,-67.138671875,-138.244628906,-52.490234375,-74.462890625,-22.583007813,-135.803222656,-127.258300781,-31.433105469,-50.354003906,-124.816894531
,-66.528320313,-49.133300781,-81.787109375,-68.969726563,-130.310058594,-56.152343750,-74.157714844,-25.939941406,-133.972167969,-122.680664063,-33.569335938,-49.133300781,-131.530761719
,-64.392089844,-56.152343750,-78.125000000,-72.021484375,-122.375488281,-60.729980469,-72.937011719,-31.738281250,-133.056640625,-119.323730469,-36.010742188,-50.659179688,-137.939453125
,-61.340332031,-61.340332031,-73.242187500,-75.073242188,-113.830566406,-65.917968750,-71.105957031,-39.978027344,-134.277343750,-116.271972656,-39.062500000,-53.710937500,-144.042968750
