Test Name,M-max Lower Leg Ampl Lines
Test Item,Right Gastroc
Patient Name,"followup  s2718tdvg"
Patient ID,
Test Date,11/19/2019
Trace Label,"Tr 1 : 0 mA : 100 탎","Tr 2 : 0 mA : 100 탎","Tr 3 : 21 mA : 100 탎","Tr 4 : 73 mA : 100 탎","Tr 5 : 73 mA : 100 탎","Tr 6 : 100 mA : 100 탎","Tr 7 : 100 mA : 100 탎","Tr 8 : 100 mA : 100 탎","Tr 9 : 100 mA : 200 탎","Tr 10 : 100 mA : 300 탎","Tr 11 : 100 mA : 400 탎","Tr 12 : 100 mA : 550 탎","Tr 13 : 100 mA : 600 탎","Tr 14 : 100 mA : 600 탎"
,23.651123047,28.228759766,3.814697266,28.228759766,0.000000000,42.724609375,96.893310547,57.220458984,95.367431641,122.070312500,92.315673828,114.440917969,132.751464844,137.329101563
,24.414062500,26.702880859,5.340576172,30.517578125,-1.525878906,43.487548828,99.945068359,63.323974609,97.656250000,128.936767578,102.233886719,121.307373047,143.432617188,149.536132813
,23.651123047,25.939941406,6.866455078,32.043457031,-0.762939453,44.250488281,101.470947266,69.427490234,101.470947266,136.566162109,112.152099609,127.410888672,154.113769531,163.269042969
,22.888183594,24.414062500,7.629394531,34.332275391,0.000000000,45.776367188,100.708007813,77.819824219,106.048583984,144.195556641,122.070312500,133.514404297,166.320800781,175.476074219
,21.362304688,23.651123047,9.155273438,38.146972656,0.762939453,48.828125000,99.945068359,89.263916016,109.100341797,151.824951172,131.988525391,139.617919922,180.053710938,187.683105469
,22.125244141,22.888183594,9.155273438,42.724609375,3.051757813,52.642822266,99.945068359,104.522705078,114.440917969,160.217285156,142.669677734,147.247314453,195.312500000,198.364257813
,22.125244141,22.888183594,9.155273438,48.065185547,5.340576172,57.220458984,102.996826172,120.544433594,119.018554688,170.135498047,154.876708984,154.876708984,212.097167969,209.045410156
,22.125244141,22.888183594,9.918212891,54.168701172,9.918212891,61.798095703,107.574462891,135.803222656,122.833251953,179.290771484,167.083740234,164.031982422,228.881835938,218.963623047
,21.362304688,22.125244141,8.392333984,60.272216797,16.021728516,65.612792969,112.915039063,148.773193359,128.936767578,189.971923828,179.290771484,173.187255859,244.140625000,228.118896484
,18.310546875,21.362304688,8.392333984,65.612792969,22.125244141,70.190429688,119.018554688,155.639648438,134.277343750,197.601318359,188.446044922,180.816650391,255.584716797,237.274169922
,16.784667969,22.125244141,7.629394531,68.664550781,28.228759766,70.953369141,122.833251953,156.402587891,138.854980469,200.653076172,194.549560547,186.157226563,262.451171875,244.903564453
,15.258789063,22.125244141,6.103515625,68.664550781,33.569335938,67.138671875,125.122070313,148.773193359,142.669677734,199.890136719,196.838378906,189.971923828,263.977050781,249.481201172
,15.258789063,22.888183594,6.866455078,64.849853516,37.384033203,60.272216797,125.885009766,135.040283203,142.669677734,196.075439453,195.312500000,193.023681641,262.451171875,254.058837891
,17.547607422,23.651123047,7.629394531,55.694580078,41.198730469,45.776367188,125.122070313,117.492675781,141.143798828,191.497802734,191.497802734,196.075439453,259.399414063,256.347656250
,19.836425781,22.125244141,6.866455078,42.724609375,43.487548828,29.754638672,122.070312500,98.419189453,137.329101563,188.446044922,186.920166016,201.416015625,257.110595703,257.110595703
,22.125244141,19.836425781,9.155273438,27.465820313,47.302246094,10.681152344,122.070312500,82.397460938,133.514404297,186.157226563,183.105468750,207.519531250,259.399414063,260.162353516
,23.651123047,17.547607422,10.681152344,9.918212891,49.591064453,-10.681152344,124.359130859,71.716308594,131.988525391,186.920166016,185.394287109,215.148925781,266.265869141,264.739990234
,23.651123047,14.495849609,11.444091797,-6.103515625,51.879882813,-32.043457031,128.173828125,66.375732422,131.988525391,188.446044922,192.260742188,225.830078125,277.709960938,270.080566406
,24.414062500,12.207031250,14.495849609,-22.888183594,53.405761719,-54.168701172,134.277343750,66.375732422,137.329101563,189.971923828,203.704833984,237.274169922,290.679931641,279.998779297
,23.651123047,11.444091797,16.021728516,-40.435791016,54.168701172,-75.531005859,138.854980469,69.427490234,146.484375000,190.734863281,219.726562500,251.007080078,302.124023438,289.916992188
,22.888183594,11.444091797,17.547607422,-56.457519531,54.168701172,-94.604492188,143.432617188,73.242187500,160.217285156,191.497802734,238.037109375,263.977050781,308.990478516,299.835205078
,22.888183594,13.732910156,19.836425781,-71.716308594,54.168701172,-111.389160156,147.247314453,76.293945313,176.239013672,190.734863281,254.821777344,275.421142578,311.279296875,308.227539063
,22.125244141,15.258789063,22.125244141,-83.923339844,53.405761719,-120.544433594,152.587890625,77.056884766,190.734863281,189.971923828,268.554687500,283.050537109,307.464599609,311.279296875
,22.125244141,16.784667969,25.939941406,-92.315673828,51.879882813,-123.596191406,160.217285156,70.953369141,202.941894531,186.157226563,276.947021484,283.813476563,299.835205078,306.701660156
,21.362304688,19.073486328,28.991699219,-94.604492188,49.591064453,-119.781494141,167.083740234,60.272216797,210.571289063,183.105468750,277.709960938,278.472900391,286.865234375,292.968750000
,20.599365234,20.599365234,32.806396484,-90.789794922,45.776367188,-106.811523438,177.764892578,40.435791016,215.911865234,179.290771484,273.132324219,267.028808594,267.791748047,273.132324219
,19.073486328,22.888183594,35.858154297,-79.345703125,41.198730469,-90.026855469,186.920166016,9.918212891,220.489501953,175.476074219,263.977050781,252.532958984,244.903564453,248.718261719
,18.310546875,24.414062500,38.909912109,-60.272216797,35.858154297,-69.427490234,199.127197266,-25.939941406,225.830078125,172.424316406,251.770019531,237.274169922,220.489501953,222.015380859
,18.310546875,25.177001953,42.724609375,-33.569335938,33.569335938,-43.487548828,215.911865234,-66.375732422,233.459472656,171.661376953,241.088867188,224.304199219,198.364257813,200.653076172
,19.836425781,25.177001953,47.302246094,-3.051757813,32.806396484,-12.969970703,234.985351563,-100.708007813,242.614746094,172.424316406,230.407714844,215.148925781,180.053710938,183.868408203
,21.362304688,23.651123047,52.642822266,29.754638672,32.806396484,26.702880859,257.110595703,-117.492675781,254.058837891,177.764892578,222.778320313,211.334228516,164.031982422,176.239013672
,22.888183594,23.651123047,58.746337891,66.375732422,37.384033203,84.686279297,276.947021484,-109.100341797,268.554687500,186.157226563,218.963623047,211.334228516,151.062011719,178.527832031
,24.414062500,23.651123047,65.612792969,102.996826172,42.724609375,158.691406250,287.628173828,-68.664550781,286.102294922,199.127197266,217.437744141,216.674804688,140.380859375,189.208984375
,25.177001953,24.414062500,72.479248047,139.617919922,48.828125000,251.007080078,286.102294922,4.577636719,308.227539063,214.385986328,217.437744141,227.355957031,131.988525391,204.467773438
,25.177001953,25.177001953,76.293945313,174.713134766,54.931640625,355.529785156,272.369384766,105.285644531,334.930419922,229.644775391,218.963623047,239.562988281,131.988525391,220.489501953
,25.939941406,23.651123047,77.056884766,203.704833984,59.509277344,463.104248047,247.955322266,221.252441406,361.633300781,245.666503906,220.489501953,253.295898438,141.143798828,234.222412109
,25.939941406,22.125244141,74.768066406,228.118896484,63.323974609,564.575195313,217.437744141,337.219238281,384.521484375,260.162353516,222.015380859,265.502929688,159.454345703,244.140625000
,25.177001953,19.836425781,70.190429688,247.192382813,66.375732422,650.787353516,187.683105469,437.164306641,398.254394531,273.132324219,223.541259766,271.606445313,186.157226563,252.532958984
,25.177001953,16.784667969,63.323974609,264.739990234,67.901611328,715.637207031,166.320800781,509.643554688,399.017333984,283.050537109,224.304199219,273.895263672,214.385986328,258.636474609
,24.414062500,16.784667969,56.457519531,281.524658203,67.138671875,756.072998047,155.639648438,550.079345703,386.047363281,287.628173828,225.830078125,269.317626953,238.800048828,262.451171875
,24.414062500,16.784667969,47.302246094,297.546386719,65.612792969,769.805908203,157.928466797,560.760498047,361.633300781,288.391113281,230.407714844,262.451171875,255.584716797,263.977050781
,24.414062500,18.310546875,36.621093750,307.464599609,62.561035156,756.835937500,171.661376953,543.975830078,327.301025391,282.287597656,236.511230469,254.821777344,261.688232422,263.977050781
,24.414062500,21.362304688,24.414062500,308.227539063,59.509277344,716.400146484,187.683105469,505.828857422,289.154052734,273.895263672,245.666503906,247.955322266,261.688232422,262.451171875
,25.177001953,23.651123047,12.207031250,297.546386719,57.220458984,653.076171875,203.704833984,451.660156250,253.295898438,263.214111328,256.347656250,243.377685547,257.873535156,262.451171875
,25.939941406,24.414062500,0.000000000,275.421142578,55.694580078,574.493408203,217.437744141,389.099121094,225.067138672,251.007080078,263.214111328,241.851806641,254.058837891,262.451171875
,27.465820313,25.939941406,-8.392333984,245.666503906,54.931640625,487.518310547,224.304199219,322.723388672,209.045410156,240.325927734,266.265869141,242.614746094,249.481201172,262.451171875
,28.991699219,25.177001953,-14.495849609,209.808349609,53.405761719,399.780273438,227.355957031,257.873535156,205.993652344,229.644775391,264.739990234,246.429443359,244.140625000,261.688232422
,30.517578125,25.939941406,-18.310546875,173.187255859,51.879882813,318.145751953,227.355957031,200.653076172,213.623046875,222.015380859,260.925292969,252.532958984,238.800048828,258.636474609
,32.043457031,26.702880859,-19.073486328,138.854980469,50.354003906,250.244140625,225.067138672,151.062011719,228.118896484,215.148925781,257.110595703,263.214111328,234.985351563,256.347656250
,32.043457031,26.702880859,-19.836425781,108.337402344,47.302246094,197.601318359,223.541259766,115.203857422,244.140625000,209.045410156,253.295898438,275.421142578,232.696533203,254.058837891
,31.280517578,26.702880859,-18.310546875,86.212158203,44.250488281,160.980224609,224.304199219,91.552734375,254.821777344,204.467773438,249.481201172,286.102294922,234.222412109,252.532958984
,30.517578125,25.939941406,-14.495849609,70.190429688,43.487548828,138.092041016,226.593017578,75.531005859,254.058837891,202.178955078,244.140625000,294.494628906,236.511230469,252.532958984
,31.280517578,25.177001953,-9.918212891,60.272216797,43.487548828,119.018554688,227.355957031,63.323974609,243.377685547,200.653076172,235.748291016,298.309326172,238.037109375,252.532958984
,32.043457031,25.939941406,-3.051757813,52.642822266,45.776367188,99.182128906,223.541259766,47.302246094,225.830078125,200.653076172,225.830078125,297.546386719,238.800048828,253.295898438
,33.569335938,25.939941406,3.051757813,45.013427734,48.065185547,73.242187500,212.860107422,26.702880859,207.519531250,200.653076172,214.385986328,296.020507813,237.274169922,254.058837891
,35.858154297,27.465820313,7.629394531,35.095214844,50.354003906,42.724609375,196.075439453,5.340576172,193.023681641,201.416015625,203.704833984,292.968750000,236.511230469,255.584716797
,38.146972656,27.465820313,9.155273438,22.888183594,52.642822266,6.103515625,175.476074219,-12.207031250,183.868408203,203.704833984,196.075439453,289.154052734,236.511230469,257.110595703
,41.198730469,27.465820313,10.681152344,9.918212891,54.168701172,-28.228759766,153.350830078,-22.888183594,175.476074219,205.230712891,192.260742188,286.102294922,236.511230469,257.873535156
,43.487548828,27.465820313,9.918212891,-2.288818359,55.694580078,-61.035156250,132.751464844,-28.228759766,165.557861328,206.756591797,190.734863281,282.287597656,235.748291016,258.636474609
,45.776367188,27.465820313,9.155273438,-12.969970703,55.694580078,-89.263916016,111.389160156,-30.517578125,150.299072266,207.519531250,192.260742188,276.184082031,234.222412109,258.636474609
,46.539306641,28.228759766,8.392333984,-20.599365234,55.694580078,-110.626220703,91.552734375,-34.332275391,127.410888672,206.756591797,194.549560547,268.554687500,230.407714844,257.110595703
,47.302246094,29.754638672,6.103515625,-26.702880859,54.168701172,-125.885009766,70.190429688,-40.435791016,101.470947266,203.704833984,196.075439453,258.636474609,225.830078125,254.821777344
,45.776367188,30.517578125,5.340576172,-29.754638672,52.642822266,-135.803222656,50.354003906,-47.302246094,75.531005859,199.890136719,196.838378906,249.481201172,219.726562500,250.244140625
,45.013427734,31.280517578,6.103515625,-30.517578125,51.879882813,-141.143798828,31.280517578,-53.405761719,52.642822266,194.549560547,197.601318359,239.562988281,213.623046875,246.429443359
,43.487548828,31.280517578,7.629394531,-29.754638672,51.879882813,-141.906738281,15.258789063,-57.983398438,35.095214844,188.446044922,199.127197266,230.407714844,207.519531250,241.851806641
,41.961669922,32.043457031,11.444091797,-25.939941406,52.642822266,-139.617919922,0.762939453,-61.035156250,25.177001953,184.631347656,200.653076172,222.778320313,200.653076172,238.037109375
,41.198730469,32.806396484,15.258789063,-20.599365234,53.405761719,-134.277343750,-9.918212891,-63.323974609,20.599365234,182.342529297,202.941894531,215.911865234,196.075439453,233.459472656
,38.909912109,32.043457031,19.836425781,-15.258789063,54.931640625,-127.410888672,-18.310546875,-64.086914063,21.362304688,182.342529297,205.993652344,209.808349609,191.497802734,228.118896484
,37.384033203,32.043457031,22.125244141,-10.681152344,57.220458984,-119.018554688,-21.362304688,-64.849853516,25.177001953,183.105468750,206.756591797,205.230712891,189.971923828,223.541259766
,35.858154297,30.517578125,23.651123047,-9.155273438,58.746337891,-110.626220703,-20.599365234,-65.612792969,33.569335938,185.394287109,205.993652344,202.178955078,191.497802734,218.963623047
,34.332275391,27.465820313,24.414062500,-9.155273438,61.035156250,-102.996826172,-15.258789063,-63.323974609,44.250488281,187.683105469,206.756591797,201.416015625,193.786621094,217.437744141
,33.569335938,25.939941406,24.414062500,-9.155273438,62.561035156,-94.604492188,-6.866455078,-60.272216797,55.694580078,189.971923828,206.756591797,202.178955078,196.075439453,218.200683594
,33.569335938,23.651123047,24.414062500,-7.629394531,62.561035156,-87.738037109,0.000000000,-54.931640625,67.138671875,192.260742188,208.282470703,203.704833984,198.364257813,220.489501953
,32.806396484,22.125244141,25.177001953,-4.577636719,62.561035156,-79.345703125,6.866455078,-48.065185547,74.005126953,195.312500000,209.808349609,204.467773438,199.127197266,223.541259766
,32.806396484,22.888183594,25.939941406,-0.762939453,62.561035156,-70.953369141,12.969970703,-41.961669922,79.345703125,196.075439453,209.808349609,204.467773438,199.890136719,226.593017578
,33.569335938,24.414062500,25.177001953,0.762939453,61.035156250,-62.561035156,18.310546875,-35.858154297,81.634521484,196.838378906,209.045410156,202.941894531,199.890136719,228.118896484
,32.806396484,26.702880859,24.414062500,3.051757813,61.035156250,-52.642822266,23.651123047,-32.043457031,83.160400391,196.838378906,205.993652344,199.890136719,200.653076172,228.881835938
,32.806396484,29.754638672,23.651123047,3.814697266,61.035156250,-44.250488281,28.991699219,-27.465820313,84.686279297,195.312500000,205.230712891,197.601318359,200.653076172,229.644775391
,32.043457031,32.043457031,22.888183594,4.577636719,61.798095703,-36.621093750,33.569335938,-24.414062500,83.923339844,193.786621094,203.704833984,194.549560547,199.890136719,230.407714844
,31.280517578,34.332275391,23.651123047,5.340576172,61.798095703,-28.991699219,36.621093750,-22.125244141,83.160400391,191.497802734,202.178955078,192.260742188,199.127197266,232.696533203
,31.280517578,35.858154297,24.414062500,6.103515625,61.798095703,-24.414062500,38.146972656,-19.836425781,80.871582031,189.971923828,202.178955078,189.208984375,197.601318359,234.222412109
,30.517578125,35.858154297,25.939941406,7.629394531,59.509277344,-19.836425781,38.146972656,-18.310546875,78.582763672,189.208984375,199.890136719,186.920166016,196.075439453,234.985351563
,28.991699219,35.858154297,26.702880859,10.681152344,57.220458984,-16.784667969,38.146972656,-16.021728516,78.582763672,189.208984375,197.601318359,183.868408203,195.312500000,235.748291016
,26.702880859,35.095214844,25.939941406,13.732910156,55.694580078,-14.495849609,38.146972656,-13.732910156,80.871582031,189.208984375,196.838378906,183.105468750,194.549560547,234.985351563
,24.414062500,33.569335938,25.177001953,17.547607422,54.168701172,-11.444091797,39.672851563,-10.681152344,83.923339844,187.683105469,195.312500000,182.342529297,193.023681641,233.459472656
,22.888183594,33.569335938,23.651123047,21.362304688,52.642822266,-6.866455078,39.672851563,-8.392333984,86.975097656,186.920166016,196.838378906,180.816650391,193.023681641,231.170654297
,22.125244141,32.806396484,21.362304688,24.414062500,51.879882813,-0.762939453,40.435791016,-5.340576172,87.738037109,184.631347656,197.601318359,179.290771484,193.023681641,228.881835938
,21.362304688,33.569335938,20.599365234,26.702880859,50.354003906,4.577636719,41.198730469,-0.762939453,86.975097656,181.579589844,197.601318359,176.239013672,193.023681641,226.593017578
,21.362304688,34.332275391,19.073486328,28.991699219,50.354003906,9.155273438,41.198730469,3.051757813,86.975097656,180.816650391,197.601318359,172.424316406,193.023681641,224.304199219
,20.599365234,34.332275391,17.547607422,30.517578125,50.354003906,12.969970703,42.724609375,8.392333984,86.212158203,178.527832031,196.075439453,170.135498047,192.260742188,221.252441406
,20.599365234,35.095214844,15.258789063,31.280517578,50.354003906,16.021728516,45.776367188,13.732910156,87.738037109,177.001953125,194.549560547,166.320800781,190.734863281,217.437744141
,20.599365234,33.569335938,12.969970703,32.043457031,51.879882813,19.073486328,49.591064453,19.073486328,89.263916016,174.713134766,191.497802734,162.506103516,189.208984375,213.623046875
,20.599365234,32.806396484,12.969970703,32.043457031,51.879882813,24.414062500,54.931640625,24.414062500,90.026855469,171.661376953,188.446044922,160.217285156,188.446044922,210.571289063
,21.362304688,32.806396484,14.495849609,32.806396484,51.116943359,29.754638672,59.509277344,28.228759766,90.026855469,170.135498047,185.394287109,156.402587891,188.446044922,208.282470703
,20.599365234,32.806396484,16.784667969,31.280517578,48.828125000,34.332275391,63.323974609,32.043457031,87.738037109,167.846679688,182.342529297,153.350830078,187.683105469,207.519531250
,19.836425781,32.043457031,19.073486328,30.517578125,46.539306641,37.384033203,64.849853516,35.095214844,86.212158203,166.320800781,178.527832031,149.536132813,186.157226563,206.756591797
,19.073486328,32.043457031,19.073486328,29.754638672,44.250488281,38.909912109,65.612792969,36.621093750,85.449218750,164.794921875,175.476074219,145.721435547,184.631347656,205.993652344
,18.310546875,29.754638672,18.310546875,28.991699219,43.487548828,38.909912109,66.375732422,38.909912109,84.686279297,163.269042969,172.424316406,141.143798828,181.579589844,203.704833984
,19.073486328,28.228759766,17.547607422,30.517578125,43.487548828,39.672851563,67.138671875,41.198730469,85.449218750,162.506103516,169.372558594,137.329101563,180.816650391,201.416015625
,19.073486328,26.702880859,16.021728516,31.280517578,44.250488281,39.672851563,67.901611328,42.724609375,85.449218750,163.269042969,167.846679688,135.040283203,179.290771484,198.364257813
,20.599365234,25.939941406,16.021728516,31.280517578,43.487548828,40.435791016,67.901611328,45.013427734,83.160400391,162.506103516,165.557861328,133.514404297,177.764892578,195.312500000
,20.599365234,25.939941406,16.021728516,32.043457031,42.724609375,39.672851563,64.849853516,46.539306641,83.160400391,163.269042969,164.031982422,131.988525391,177.001953125,192.260742188
,20.599365234,25.177001953,16.021728516,31.280517578,41.198730469,38.909912109,63.323974609,48.065185547,80.871582031,163.269042969,164.031982422,131.988525391,175.476074219,187.683105469
,20.599365234,24.414062500,16.784667969,32.043457031,38.909912109,38.146972656,61.035156250,48.065185547,80.108642578,160.980224609,163.269042969,131.225585938,174.713134766,183.868408203
,20.599365234,22.888183594,16.021728516,32.806396484,37.384033203,35.858154297,60.272216797,48.828125000,80.108642578,159.454345703,162.506103516,130.462646484,174.713134766,180.053710938
,20.599365234,22.125244141,16.021728516,33.569335938,35.095214844,35.095214844,62.561035156,49.591064453,79.345703125,156.402587891,160.980224609,130.462646484,174.713134766,176.239013672
,20.599365234,22.125244141,16.021728516,34.332275391,32.806396484,34.332275391,64.086914063,50.354003906,77.819824219,154.113769531,160.217285156,130.462646484,174.713134766,172.424316406
,21.362304688,22.125244141,14.495849609,33.569335938,29.754638672,34.332275391,64.849853516,51.879882813,76.293945313,152.587890625,158.691406250,130.462646484,175.476074219,170.135498047
,20.599365234,22.125244141,14.495849609,32.043457031,28.228759766,36.621093750,65.612792969,52.642822266,74.768066406,151.824951172,155.639648438,130.462646484,176.239013672,167.083740234
,20.599365234,22.125244141,15.258789063,29.754638672,27.465820313,38.146972656,64.086914063,51.879882813,74.768066406,153.350830078,153.350830078,129.699707031,176.239013672,164.794921875
,21.362304688,20.599365234,16.021728516,28.228759766,27.465820313,38.909912109,62.561035156,53.405761719,74.768066406,152.587890625,151.062011719,128.173828125,175.476074219,162.506103516
,22.125244141,19.836425781,18.310546875,28.228759766,28.991699219,40.435791016,62.561035156,54.168701172,77.056884766,152.587890625,148.773193359,126.647949219,173.950195313,160.980224609
,22.888183594,19.836425781,19.073486328,29.754638672,29.754638672,40.435791016,61.798095703,54.931640625,78.582763672,151.824951172,148.010253906,124.359130859,171.661376953,158.691406250
,22.888183594,19.073486328,19.836425781,30.517578125,29.754638672,41.198730469,62.561035156,57.220458984,77.819824219,149.536132813,147.247314453,122.833251953,169.372558594,157.165527344
,22.888183594,19.073486328,20.599365234,32.806396484,29.754638672,42.724609375,62.561035156,59.509277344,77.819824219,148.010253906,144.958496094,121.307373047,167.083740234,155.639648438
,20.599365234,17.547607422,20.599365234,34.332275391,29.754638672,42.724609375,61.035156250,61.035156250,75.531005859,145.721435547,143.432617188,119.781494141,165.557861328,153.350830078
,18.310546875,16.021728516,20.599365234,35.095214844,30.517578125,42.724609375,60.272216797,62.561035156,73.242187500,141.906738281,141.906738281,118.255615234,164.794921875,151.062011719
,16.784667969,15.258789063,19.836425781,35.858154297,31.280517578,40.435791016,59.509277344,62.561035156,74.768066406,139.617919922,141.143798828,115.966796875,165.557861328,149.536132813
,14.495849609,13.732910156,18.310546875,36.621093750,31.280517578,38.909912109,59.509277344,62.561035156,75.531005859,138.092041016,141.906738281,114.440917969,166.320800781,148.010253906
,15.258789063,12.969970703,17.547607422,36.621093750,32.043457031,37.384033203,60.272216797,63.323974609,77.056884766,137.329101563,141.906738281,112.152099609,167.083740234,147.247314453
,15.258789063,12.207031250,16.021728516,38.146972656,31.280517578,36.621093750,59.509277344,63.323974609,78.582763672,137.329101563,141.906738281,109.100341797,167.846679688,145.721435547
,16.021728516,11.444091797,15.258789063,38.146972656,30.517578125,37.384033203,58.746337891,62.561035156,80.108642578,137.329101563,142.669677734,109.100341797,167.083740234,144.195556641
,16.784667969,12.207031250,16.021728516,36.621093750,30.517578125,37.384033203,57.220458984,60.272216797,80.108642578,136.566162109,141.143798828,107.574462891,165.557861328,141.906738281
,17.547607422,12.207031250,16.784667969,35.858154297,28.991699219,36.621093750,55.694580078,57.983398438,79.345703125,136.566162109,139.617919922,108.337402344,164.031982422,138.092041016
,19.073486328,12.969970703,16.784667969,35.858154297,28.991699219,36.621093750,56.457519531,54.931640625,79.345703125,135.803222656,136.566162109,108.337402344,160.217285156,135.040283203
,22.125244141,14.495849609,16.784667969,37.384033203,29.754638672,35.858154297,56.457519531,51.879882813,78.582763672,135.040283203,131.988525391,108.337402344,157.165527344,132.751464844
,25.177001953,15.258789063,15.258789063,38.909912109,28.228759766,36.621093750,56.457519531,51.116943359,77.056884766,133.514404297,128.936767578,108.337402344,154.876708984,130.462646484
,26.702880859,15.258789063,15.258789063,40.435791016,28.991699219,37.384033203,55.694580078,49.591064453,77.056884766,132.751464844,124.359130859,108.337402344,151.824951172,130.462646484
,27.465820313,15.258789063,14.495849609,39.672851563,29.754638672,37.384033203,53.405761719,48.828125000,76.293945313,131.225585938,122.833251953,107.574462891,150.299072266,130.462646484
,25.177001953,15.258789063,14.495849609,38.146972656,31.280517578,37.384033203,51.879882813,49.591064453,75.531005859,130.462646484,123.596191406,106.811523438,148.773193359,131.225585938
,22.888183594,15.258789063,16.784667969,36.621093750,33.569335938,35.858154297,51.116943359,50.354003906,76.293945313,129.699707031,123.596191406,106.048583984,147.247314453,131.988525391
,22.125244141,15.258789063,17.547607422,35.095214844,34.332275391,34.332275391,50.354003906,50.354003906,77.056884766,128.173828125,125.122070313,105.285644531,145.721435547,131.988525391
,21.362304688,16.021728516,18.310546875,35.095214844,34.332275391,32.806396484,49.591064453,51.116943359,77.056884766,127.410888672,125.885009766,104.522705078,142.669677734,132.751464844
,22.125244141,16.021728516,19.073486328,37.384033203,32.806396484,31.280517578,48.828125000,51.116943359,79.345703125,126.647949219,125.122070313,102.996826172,140.380859375,131.988525391
,22.125244141,16.021728516,19.073486328,38.146972656,31.280517578,30.517578125,46.539306641,50.354003906,79.345703125,126.647949219,125.122070313,102.233886719,138.092041016,129.699707031
,22.888183594,16.021728516,18.310546875,38.909912109,31.280517578,29.754638672,45.013427734,50.354003906,78.582763672,126.647949219,125.122070313,102.996826172,135.040283203,128.173828125
,22.125244141,16.784667969,18.310546875,38.909912109,31.280517578,28.991699219,42.724609375,48.828125000,79.345703125,126.647949219,124.359130859,102.996826172,132.751464844,124.359130859
,21.362304688,17.547607422,19.073486328,38.146972656,32.806396484,30.517578125,42.724609375,48.065185547,79.345703125,126.647949219,123.596191406,104.522705078,129.699707031,122.070312500
,21.362304688,18.310546875,18.310546875,38.146972656,33.569335938,32.043457031,43.487548828,45.776367188,79.345703125,126.647949219,122.833251953,104.522705078,127.410888672,119.781494141
,20.599365234,18.310546875,18.310546875,38.146972656,32.043457031,33.569335938,41.961669922,45.776367188,80.108642578,126.647949219,121.307373047,103.759765625,125.122070313,117.492675781
,21.362304688,17.547607422,18.310546875,38.146972656,32.043457031,36.621093750,42.724609375,44.250488281,80.108642578,126.647949219,120.544433594,102.996826172,124.359130859,117.492675781
,23.651123047,16.784667969,18.310546875,38.909912109,31.280517578,38.909912109,41.198730469,42.724609375,79.345703125,126.647949219,119.018554688,102.233886719,123.596191406,116.729736328
,25.177001953,16.021728516,18.310546875,38.909912109,32.043457031,41.198730469,40.435791016,41.961669922,78.582763672,126.647949219,117.492675781,101.470947266,122.070312500,115.966796875
,25.939941406,15.258789063,17.547607422,38.909912109,33.569335938,43.487548828,41.961669922,41.198730469,77.056884766,125.122070313,115.203857422,100.708007813,119.781494141,116.729736328
,26.702880859,15.258789063,17.547607422,38.909912109,34.332275391,44.250488281,43.487548828,41.961669922,75.531005859,122.833251953,112.152099609,99.182128906,119.018554688,116.729736328
,25.939941406,15.258789063,16.021728516,38.909912109,34.332275391,45.776367188,45.776367188,44.250488281,74.005126953,119.781494141,111.389160156,98.419189453,115.966796875,115.966796875
,25.177001953,16.784667969,16.784667969,38.909912109,34.332275391,45.776367188,46.539306641,44.250488281,74.768066406,116.729736328,110.626220703,98.419189453,113.677978516,116.729736328
,23.651123047,19.836425781,19.073486328,39.672851563,33.569335938,45.776367188,47.302246094,44.250488281,76.293945313,113.677978516,110.626220703,96.893310547,111.389160156,115.203857422
,22.125244141,22.125244141,19.836425781,39.672851563,33.569335938,46.539306641,47.302246094,42.724609375,78.582763672,111.389160156,111.389160156,97.656250000,108.337402344,112.915039063
,21.362304688,23.651123047,20.599365234,40.435791016,34.332275391,45.776367188,45.776367188,41.198730469,81.634521484,110.626220703,110.626220703,97.656250000,107.574462891,109.100341797
,20.599365234,24.414062500,19.836425781,41.198730469,34.332275391,45.013427734,45.013427734,40.435791016,83.160400391,109.863281250,109.863281250,96.893310547,106.811523438,103.759765625
,21.362304688,24.414062500,18.310546875,41.961669922,35.095214844,44.250488281,43.487548828,40.435791016,83.160400391,108.337402344,106.811523438,97.656250000,105.285644531,99.945068359
,22.125244141,23.651123047,17.547607422,42.724609375,35.095214844,42.724609375,40.435791016,40.435791016,83.160400391,106.048583984,104.522705078,96.893310547,105.285644531,96.893310547
,21.362304688,22.888183594,17.547607422,43.487548828,33.569335938,42.724609375,38.909912109,40.435791016,82.397460938,102.996826172,102.996826172,96.130371094,105.285644531,95.367431641
,22.125244141,22.888183594,18.310546875,44.250488281,32.806396484,43.487548828,38.909912109,38.909912109,82.397460938,100.708007813,102.233886719,96.130371094,106.811523438,93.078613281
,22.125244141,22.888183594,18.310546875,45.013427734,31.280517578,42.724609375,38.146972656,38.909912109,82.397460938,98.419189453,102.996826172,96.130371094,108.337402344,90.789794922
,22.888183594,23.651123047,19.073486328,45.013427734,31.280517578,42.724609375,39.672851563,39.672851563,82.397460938,97.656250000,102.996826172,98.419189453,109.100341797,89.263916016
,25.939941406,24.414062500,19.836425781,45.013427734,31.280517578,41.961669922,40.435791016,40.435791016,81.634521484,96.130371094,101.470947266,99.945068359,109.100341797,86.975097656
,28.228759766,23.651123047,20.599365234,44.250488281,31.280517578,41.198730469,40.435791016,42.724609375,80.871582031,94.604492188,100.708007813,101.470947266,107.574462891,84.686279297
