Trace Label,"Tr 1 : 100 mA","Tr 2 : 84 mA","Tr 3 : 28 mA","Tr 4 : 28 mA","Tr 5 : 41 mA","Tr 6 : 43 mA","Tr 7 : 45 mA","Tr 8 : 47 mA","Tr 9 : 48 mA","Tr 10 : 49 mA","Tr 11 : 51 mA","Tr 12 : 53 mA","Tr 13 : 55 mA","Tr 14 : 57 mA","Tr 15 : 58 mA","Tr 16 : 59 mA","Tr 17 : 60 mA","Tr 18 : 61 mA","Tr 19 : 62 mA","Tr 20 : 63 mA","Tr 21 : 66 mA","Tr 22 : 68 mA","Tr 23 : 48 mA","Tr 24 : 46 mA","Tr 25 : 43 mA"
Sensitivity (µV/Div),2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00
Hicut,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00
Locut,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00
ms/Sample,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781
Samples,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640
Trace Data (µV),13236.999511719,11931.610107422,4713.439941406,17989.349365234,11761.474609375,10137.939453125,16707.611083984,11557.769775391,6657.409667969,4438.781738281,8395.385742188,4326.629638672,4286.956787109,8673.095703125,6317.901611328,19699.096679688,4489.898681641,11423.492431641,11602.783203125,21828.460693359,17647.552490234,12136.077880859,8630.371093750,11967.468261719,17997.741699219
,-11629.486083984,-7970.428466797,-3108.215332031,-2639.770507813,-4094.696044922,-4237.365722656,-4611.206054688,-4748.535156250,-4806.518554688,-5165.100097656,-5186.462402344,-5561.828613281,-6040.191650391,-6185.150146484,-6443.786621094,-6504.821777344,-6665.039062500,-6459.808349609,-6820.678710938,-6679.534912109,-7074.737548828,-7501.983642578,-5164.337158203,-5025.482177734,-4527.282714844
,-11498.260498047,-7875.061035156,-3063.964843750,-2602.386474609,-4047.393798828,-4188.537597656,-4557.037353516,-4693.603515625,-4747.772216797,-5104.064941406,-5127.716064453,-5498.504638672,-5967.712402344,-6113.433837891,-6367.492675781,-6430.053710938,-6587.219238281,-6386.566162109,-6738.281250000,-6601.715087891,-6990.814208984,-7412.719726563,-5104.827880859,-4965.209960938,-4471.588134766
,-11373.138427734,-7781.982421875,-3020.477294922,-2566.528320313,-4001.617431641,-4142.761230469,-4504.394531250,-4641.723632813,-4691.314697266,-5044.555664063,-5071.258544922,-5436.706542969,-5896.759033203,-6043.243408203,-6292.724609375,-6357.574462891,-6512.451171875,-6315.612792969,-6658.935546875,-6527.709960938,-6909.942626953,-7324.218750000,-5046.844482422,-4907.226562500,-4418.182373047
,-11251.068115234,-7693.481445313,-2977.752685547,-2530.670166016,-3958.129882813,-4099.273681641,-4453.277587891,-4591.369628906,-4637.145996094,-4987.335205078,-5017.089843750,-5376.434326172,-5828.857421875,-5974.578857422,-6221.008300781,-6285.858154297,-6438.446044922,-6244.659423828,-6581.115722656,-6455.993652344,-6831.359863281,-7238.006591797,-4988.861083984,-4851.531982422,-4365.539550781
,-11133.575439453,-7610.321044922,-2937.316894531,-2497.100830078,-3917.694091797,-4056.549072266,-4405.212402344,-4544.067382813,-4586.029052734,-4933.166503906,-4965.209960938,-5318.450927734,-5762.481689453,-5906.677246094,-6150.817871094,-6215.667724609,-6366.729736328,-6175.994873047,-6505.584716797,-6384.277343750,-6756.591796875,-7154.083251953,-4931.640625000,-4797.363281250,-4315.948486328
,-11020.660400391,-7530.212402344,-2896.881103516,-2462.005615234,-3877.258300781,-4014.587402344,-4359.436035156,-4499.053955078,-4539.489746094,-4881.286621094,-4915.618896484,-5262.756347656,-5699.157714844,-5843.353271484,-6082.153320313,-6149.291992188,-6296.539306641,-6108.856201172,-6432.342529297,-6316.375732422,-6684.875488281,-7072.448730469,-4875.946044922,-4745.483398438,-4267.120361328
,-10914.611816406,-7454.681396484,-2857.971191406,-2427.673339844,-3839.111328125,-3974.151611328,-4314.422607422,-4454.040527344,-4496.002197266,-4830.932617188,-4869.079589844,-5208.587646484,-5637.359619141,-5782.318115234,-6017.303466797,-6087.493896484,-6227.874755859,-6044.769287109,-6361.389160156,-6252.288818359,-6616.973876953,-6995.391845703,-4823.303222656,-4695.892333984,-4220.581054688
,-10820.007324219,-7388.305664063,-2818.298339844,-2394.866943359,-3804.779052734,-3935.241699219,-4273.986816406,-4411.315917969,-4455.566406250,-4782.867431641,-4824.066162109,-5156.707763672,-5577.850341797,-5725.860595703,-5953.979492188,-6030.273437500,-6162.261962891,-5986.022949219,-6293.487548828,-6193.542480469,-6555.175781250,-6925.964355469,-4772.949218750,-4647.827148438,-4176.330566406
,-10739.898681641,-7334.136962891,-2780.914306641,-2362.060546875,-3771.209716797,-3898.620605469,-4236.602783203,-4371.643066406,-4417.419433594,-4737.091064453,-4783.630371094,-5107.116699219,-5521.392822266,-5673.980712891,-5895.233154297,-5980.682373047,-6098.937988281,-5934.143066406,-6232.452392578,-6145.477294922,-6502.532958984,-6867.218017578,-4724.884033203,-4603.576660156,-4132.843017578
,-10678.100585938,-7297.515869141,-2744.293212891,-2330.780029297,-3741.455078125,-3865.814208984,-4203.796386719,-4336.547851563,-4382.324218750,-4695.892333984,-4749.298095703,-5062.866210938,-5468.750000000,-5628.204345703,-5844.116210938,-5938.720703125,-6042.480468750,-5891.418457031,-6178.283691406,-6108.093261719,-6462.097167969,-6820.678710938,-4682.922363281,-4561.614990234,-4091.644287109
,-10637.664794922,-7279.968261719,-2709.960937500,-2301.788330078,-3715.515136719,-3836.822509766,-4177.093505859,-4308.319091797,-4352.569580078,-4662.322998047,-4719.543457031,-5023.956298828,-5422.210693359,-5590.057373047,-5800.628662109,-5907.440185547,-5992.126464844,-5860.137939453,-6135.559082031,-6085.968017578,-6436.157226563,-6788.635253906,-4645.538330078,-4523.468017578,-4054.260253906
,-10618.591308594,-7284.545898438,-2677.154541016,-2271.270751953,-3693.389892578,-3813.934326172,-4156.494140625,-4286.193847656,-4328.155517578,-4634.857177734,-4698.181152344,-4993.438720703,-5383.300781250,-5562.591552734,-5767.059326172,-5888.366699219,-5952.453613281,-5842.590332031,-6105.804443359,-6079.864501953,-6427.764892578,-6771.850585938,-4614.257812500,-4489.135742188,-4019.165039063
,-10622.406005859,-7309.722900391,-2643.585205078,-2243.041992188,-3678.894042969,-3797.912597656,-4142.761230469,-4273.986816406,-4313.659667969,-4616.546630859,-4685.974121094,-4973.602294922,-5354.309082031,-5546.569824219,-5744.171142578,-5882.263183594,-5923.461914063,-5841.064453125,-6089.019775391,-6092.071533203,-6437.683105469,-6774.139404297,-4594.421386719,-4462.432861328,-3989.410400391
,-10649.871826172,-7357.025146484,-2610.015869141,-2215.576171875,-3675.842285156,-3791.046142578,-4138.946533203,-4272.460937500,-4309.082031250,-4608.154296875,-4684.448242188,-4962.921142578,-5336.761474609,-5545.806884766,-5732.727050781,-5892.181396484,-5908.203125000,-5857.086181641,-6089.782714844,-6122.589111328,-6465.911865234,-6794.738769531,-4583.740234375,-4442.596435547,-3964.996337891
,-10697.174072266,-7427.215576172,-2573.394775391,-2188.110351563,-3681.182861328,-3794.097900391,-4145.812988281,-4283.142089844,-4315.948486328,-4609.680175781,-4697.418212891,-4963.684082031,-5332.183837891,-5559.539794922,-5735.778808594,-5917.358398438,-5908.203125000,-5890.655517578,-6106.567382813,-6172.180175781,-6513.977050781,-6837.463378906,-4585.266113281,-4432.678222656,-3946.685791016
,-10762.786865234,-7517.242431641,-2536.773681641,-2160.644531250,-3697.204589844,-3810.882568359,-4163.360595703,-4308.319091797,-4336.547851563,-4625.701904297,-4725.646972656,-4978.179931641,-5342.864990234,-5588.531494141,-5753.326416016,-5957.031250000,-5924.224853516,-5941.772460938,-6140.899658203,-6237.792968750,-6578.826904297,-6899.261474609,-4599.761962891,-4431.915283203,-3935.241699219
,-10843.658447266,-7624.816894531,-2498.626708984,-2133.178710938,-3722.381591797,-3839.874267578,-4191.589355469,-4344.940185547,-4370.117187500,-4653.930664063,-4768.371582031,-5007.171630859,-5368.041992188,-5631.256103516,-5786.132812500,-6010.437011719,-5957.031250000,-6008.148193359,-6193.542480469,-6316.375732422,-6660.461425781,-6977.081298828,-4624.176025391,-4441.070556641,-3930.664062500
,-10934.448242188,-7743.072509766,-2460.479736328,-2104.949951172,-3753.662109375,-3879.547119141,-4228.973388672,-4394.531250000,-4416.656494141,-4695.129394531,-4823.303222656,-5049.133300781,-5406.188964844,-5685.424804688,-5832.672119141,-6073.760986328,-6005.096435547,-6086.730957031,-6256.866455078,-6404.113769531,-6754.302978516,-7070.159912109,-4660.034179688,-4458.618164063,-3932.189941406
,-11032.867431641,-7868.194580078,-2423.858642578,-2076.721191406,-3791.809082031,-3929.138183594,-4272.460937500,-4452.514648438,-4473.114013672,-4747.009277344,-4885.864257813,-5104.064941406,-5456.542968750,-5748.748779297,-5890.655517578,-6145.477294922,-6065.368652344,-6175.994873047,-6331.634521484,-6498.718261719,-6858.062744141,-7173.156738281,-4705.047607422,-4483.795166016,-3938.293457031
,-11136.627197266,-7997.131347656,-2388.763427734,-2049.255371094,-3834.533691406,-3984.832763672,-4319.763183594,-4515.075683594,-4537.200927734,-4805.755615234,-4954.528808594,-5167.388916016,-5514.526367188,-5819.702148438,-5954.742431641,-6224.060058594,-6137.084960938,-6273.651123047,-6414.794921875,-6598.663330078,-6970.214843750,-7283.782958984,-4756.927490234,-4514.312744141,-3948.211669922
,-11242.675781250,-8124.542236328,-2353.668212891,-2023.315429688,-3880.310058594,-4045.104980469,-4370.880126953,-4583.740234375,-4607.391357422,-4869.842529297,-5027.008056641,-5234.527587891,-5578.613281250,-5895.996093750,-6026.458740234,-6307.220458984,-6215.667724609,-6375.122070313,-6501.007080078,-6701.660156250,-7082.366943359,-7395.935058594,-4814.147949219,-4549.407958984,-3960.418701172
,-11350.250244141,-8252.716064453,-2321.624755859,-1999.664306641,-3927.612304688,-4109.954833984,-4424.285888672,-4654.693603516,-4679.870605469,-4936.218261719,-5103.302001953,-5307.006835938,-5646.514892578,-5977.630615234,-6101.989746094,-6391.143798828,-6299.591064453,-6477.355957031,-6590.270996094,-6801.605224609,-7192.993164063,-7506.561279297,-4875.946044922,-4586.029052734,-3974.914550781
,-11457.061767578,-8377.075195313,-2291.107177734,-1976.776123047,-3975.677490234,-4177.856445313,-4478.454589844,-4726.409912109,-4753.875732422,-5006.408691406,-5180.358886719,-5381.774902344,-5716.705322266,-6059.265136719,-6179.809570313,-6471.252441406,-6387.329101563,-6575.012207031,-6678.009033203,-6894.683837891,-7295.227050781,-7610.321044922,-4939.270019531,-4622.650146484,-3988.647460938
,-11564.636230469,-8498.382568359,-2261.352539063,-1954.650878906,-4022.216796875,-4246.520996094,-4531.097412109,-4797.363281250,-4828.643798828,-5078.125000000,-5255.889892578,-5458.831787109,-5788.421630859,-6138.610839844,-6256.866455078,-6545.257568359,-6473.541259766,-6663.513183594,-6760.406494141,-6978.607177734,-7387.542724609,-7704.162597656,-5001.068115234,-4656.982421875,-4002.380371094
,-11671.447753906,-8618.164062500,-2232.360839844,-1932.525634766,-4064.941406250,-4312.133789063,-4580.688476563,-4865.264892578,-4900.360107422,-5146.789550781,-5328.369140625,-5536.651611328,-5856.323242188,-6212.615966797,-6330.108642578,-6610.870361328,-6556.701660156,-6742.858886719,-6836.700439453,-7052.612304688,-7470.703125000,-7790.374755859,-5058.288574219,-4687.500000000,-4013.824462891
,-11779.022216797,-8733.367919922,-2202.606201172,-1910.400390625,-4103.851318359,-4372.406005859,-4624.938964844,-4927.825927734,-4967.498779297,-5212.402343750,-5394.744873047,-5610.656738281,-5919.647216797,-6278.991699219,-6397.247314453,-6669.616699219,-6633.758544922,-6815.338134766,-6904.602050781,-7118.225097656,-7546.234130859,-7869.720458984,-5112.457275391,-4715.728759766,-4024.505615234
,-11887.359619141,-8845.520019531,-2172.088623047,-1888.275146484,-4136.657714844,-4426.574707031,-4663.085937500,-4983.520507813,-5029.296875000,-5271.911621094,-5452.728271484,-5678.558349609,-5976.104736328,-6336.212158203,-6455.993652344,-6721.496582031,-6701.660156250,-6879.425048828,-6963.348388672,-7178.497314453,-7615.661621094,-7945.251464844,-5161.285400391,-4740.142822266,-4033.660888672
,-11994.934082031,-8954.620361328,-2141.571044922,-1866.912841797,-4164.886474609,-4475.402832031,-4695.129394531,-5032.348632813,-5081.939697266,-5322.265625000,-5503.845214844,-5738.067626953,-6023.406982422,-6385.040283203,-6507.873535156,-6766.510009766,-6761.932373047,-6939.697265625,-7015.228271484,-7234.191894531,-7678.985595703,-8016.204833984,-5204.772949219,-4760.742187500,-4040.527343750
,-12098.693847656,-9059.143066406,-2112.579345703,-1845.550537109,-4188.537597656,-4518.890380859,-4721.832275391,-5075.073242188,-5128.479003906,-5367.279052734,-5547.332763672,-5790.710449219,-6063.842773438,-6426.239013672,-6552.886962891,-6806.182861328,-6814.575195313,-6993.103027344,-7062.530517578,-7283.020019531,-7733.917236328,-8081.817626953,-5243.682861328,-4779.052734375,-4045.104980469
,-12199.401855469,-9159.088134766,-2085.113525391,-1823.425292969,-4209.899902344,-4557.037353516,-4743.194580078,-5112.457275391,-5168.914794922,-5406.951904297,-5585.479736328,-5836.486816406,-6097.412109375,-6461.334228516,-6591.796875000,-6837.463378906,-6861.877441406,-7038.879394531,-7102.203369141,-7324.981689453,-7780.456542969,-8141.326904297,-5275.726318359,-4794.311523438,-4047.393798828
,-12294.006347656,-9255.218505859,-2058.410644531,-1801.300048828,-4226.684570313,-4589.080810547,-4759.216308594,-5144.500732422,-5204.010009766,-5440.521240234,-5617.523193359,-5875.396728516,-6125.640869141,-6491.088867188,-6623.840332031,-6860.351562500,-6903.076171875,-7077.789306641,-7135.009765625,-7357.788085938,-7819.366455078,-8191.680908203,-5301.666259766,-4806.518554688,-4045.104980469
,-12385.559082031,-9347.534179688,-2032.470703125,-1778.411865234,-4238.128662109,-4614.257812500,-4771.423339844,-5169.677734375,-5234.527587891,-5471.038818359,-5644.226074219,-5908.203125000,-6147.766113281,-6513.214111328,-6648.254394531,-6877.136230469,-6938.171386719,-7109.069824219,-7160.949707031,-7384.490966797,-7852.172851563,-8234.405517578,-5323.028564453,-4817.199707031,-4039.764404297
,-12477.111816406,-9437.561035156,-2005.767822266,-1755.523681641,-4245.758056641,-4631.805419922,-4777.526855469,-5188.751220703,-5259.704589844,-5495.452880859,-5664.062500000,-5934.143066406,-6163.787841797,-6527.709960938,-6664.276123047,-6887.817382813,-6967.163085938,-7132.720947266,-7176.971435547,-7408.142089844,-7879.638671875,-8272.552490234,-5339.813232422,-4824.829101563,-4032.897949219
,-12569.427490234,-9526.062011719,-1979.827880859,-1733.398437500,-4249.572753906,-4643.249511719,-4778.289794922,-5200.195312500,-5278.015136719,-5513.763427734,-5675.506591797,-5951.690673828,-6172.943115234,-6534.576416016,-6671.905517578,-6893.920898438,-6987.762451172,-7152.557373047,-7187.652587891,-7429.504394531,-7906.341552734,-8309.173583984,-5351.257324219,-4828.643798828,-4022.216796875
,-12666.320800781,-9615.325927734,-1954.650878906,-1711.273193359,-4249.572753906,-4648.590087891,-4775.238037109,-5206.298828125,-5287.933349609,-5525.207519531,-5680.084228516,-5961.608886719,-6172.943115234,-6534.576416016,-6671.905517578,-6896.972656250,-7004.547119141,-7170.104980469,-7195.281982422,-7452.392578125,-7933.044433594,-8345.794677734,-5356.597900391,-4827.880859375,-4008.483886719
,-12764.739990234,-9704.589843750,-1930.236816406,-1689.147949219,-4247.283935547,-4648.590087891,-4767.608642578,-5207.061767578,-5292.510986328,-5530.548095703,-5677.795410156,-5965.423583984,-6167.602539063,-6531.524658203,-6668.853759766,-6897.735595703,-7017.517089844,-7186.126708984,-7201.385498047,-7475.280761719,-7962.036132813,-8383.941650391,-5357.360839844,-4823.303222656,-3992.462158203
,-12865.447998047,-9796.142578125,-1906.585693359,-1667.785644531,-4242.706298828,-4644.012451172,-4756.927490234,-5204.010009766,-5291.748046875,-5530.548095703,-5671.691894531,-5965.423583984,-6156.921386719,-6526.184082031,-6662.750244141,-6893.157958984,-7028.961181641,-7202.911376953,-7209.777832031,-7498.168945313,-7993.316650391,-8422.851562500,-5352.783203125,-4815.673828125,-3974.151611328
,-12966.918945313,-9887.695312500,-1882.934570313,-1646.423339844,-4235.076904297,-4637.145996094,-4745.483398438,-5197.143554688,-5287.170410156,-5527.496337891,-5661.010742188,-5962.371826172,-6144.714355469,-6518.554687500,-6655.883789063,-6887.054443359,-7038.879394531,-7221.984863281,-7218.933105469,-7520.294189453,-8026.885986328,-8460.998535156,-5345.153808594,-4804.992675781,-3954.315185547
,-13068.389892578,-9978.485107422,-1859.283447266,-1625.061035156,-4225.158691406,-4627.990722656,-4730.987548828,-5187.225341797,-5281.066894531,-5522.155761719,-5648.803710938,-5957.031250000,-6131.744384766,-6509.399414063,-6647.491455078,-6878.662109375,-7046.508789063,-7241.821289063,-7227.325439453,-7542.419433594,-8060.455322266,-8499.145507813,-5336.761474609,-4792.785644531,-3934.478759766
,-13169.097900391,-10068.511962891,-1834.869384766,-1605.224609375,-4213.714599609,-4618.072509766,-4714.965820313,-5175.018310547,-5271.911621094,-5514.526367188,-5632.781982422,-5949.401855469,-6118.011474609,-6498.718261719,-6638.336181641,-6868.743896484,-7053.375244141,-7260.131835938,-7234.954833984,-7564.544677734,-8093.261718750,-8535.766601563,-5325.317382813,-4777.526855469,-3913.116455078
,-13268.280029297,-10157.775878906,-1810.455322266,-1585.388183594,-4200.744628906,-4605.865478516,-4697.418212891,-5160.522460938,-5261.230468750,-5503.845214844,-5616.760253906,-5939.483642578,-6103.515625000,-6488.037109375,-6628.417968750,-6859.588623047,-7059.478759766,-7279.205322266,-7241.821289063,-7585.906982422,-8125.305175781,-8571.624755859,-5312.347412109,-4759.216308594,-3890.991210938
,-13362.884521484,-10244.750976563,-1786.804199219,-1565.551757813,-4187.011718750,-4592.132568359,-4679.107666016,-5145.263671875,-5249.023437500,-5491.638183594,-5600.738525391,-5928.802490234,-6088.256835938,-6477.355957031,-6617.736816406,-6849.670410156,-7065.582275391,-7295.227050781,-7248.687744141,-7605.743408203,-8155.059814453,-8606.719970703,-5297.088623047,-4738.616943359,-3867.340087891
,-13453.674316406,-10330.200195313,-1764.678955078,-1544.952392578,-4171.752929688,-4576.110839844,-4659.271240234,-5129.241943359,-5236.053466797,-5478.668212891,-5583.953857422,-5917.358398438,-6073.760986328,-6467.437744141,-6607.818603516,-6840.515136719,-7071.685791016,-7309.722900391,-7254.791259766,-7624.053955078,-8183.288574219,-8639.526367188,-5280.303955078,-4714.965820313,-3842.926025391
,-13539.123535156,-10412.597656250,-1742.553710938,-1523.590087891,-4153.442382813,-4557.037353516,-4638.671875000,-5113.220214844,-5223.846435547,-5464.172363281,-5567.169189453,-5905.914306641,-6059.265136719,-6459.045410156,-6597.900390625,-6830.596923828,-7075.500488281,-7324.981689453,-7260.894775391,-7640.838623047,-8210.754394531,-8673.095703125,-5263.519287109,-4690.551757813,-3816.986083984
,-13618.469238281,-10490.417480469,-1721.191406250,-1503.753662109,-4132.843017578,-4537.963867188,-4616.546630859,-5097.198486328,-5210.876464844,-5448.913574219,-5551.147460938,-5894.470214844,-6044.769287109,-6451.416015625,-6587.982177734,-6821.441650391,-7079.315185547,-7341.003417969,-7265.472412109,-7660.675048828,-8236.694335938,-8705.902099609,-5245.971679688,-4666.137695313,-3790.283203125
,-13688.659667969,-10561.370849609,-1701.354980469,-1484.680175781,-4109.954833984,-4518.127441406,-4592.895507813,-5081.176757813,-5197.143554688,-5432.891845703,-5534.362792969,-5883.789062500,-6030.273437500,-6445.312500000,-6579.589843750,-6814.575195313,-7082.366943359,-7360.839843750,-7270.050048828,-7680.511474609,-8261.871337891,-8735.656738281,-5228.424072266,-4640.197753906,-3762.817382813
,-13745.880126953,-10623.168945313,-1679.992675781,-1467.132568359,-4087.829589844,-4497.528076172,-4570.007324219,-5063.629150391,-5181.884765625,-5414.581298828,-5519.866943359,-5873.107910156,-6016.540527344,-6440.734863281,-6571.960449219,-6809.234619141,-7084.655761719,-7381.439208984,-7275.390625000,-7698.822021484,-8283.233642578,-8761.596679688,-5211.639404297,-4614.257812500,-3735.351562500
,-13788.604736328,-10671.234130859,-1660.156250000,-1451.110839844,-4066.467285156,-4478.454589844,-4547.882080078,-5046.844482422,-5166.625976563,-5396.270751953,-5508.422851563,-5864.715576172,-6004.333496094,-6436.157226563,-6567.382812500,-6803.894042969,-7089.233398438,-7399.749755859,-7280.731201172,-7711.029052734,-8299.255371094,-8781.433105469,-5195.617675781,-4588.317871094,-3707.885742188
,-13819.122314453,-10703.277587891,-1641.082763672,-1435.852050781,-4045.867919922,-4459.381103516,-4527.282714844,-5030.059814453,-5153.656005859,-5379.486083984,-5498.504638672,-5859.375000000,-5995.178222656,-6432.342529297,-6563.568115234,-6797.790527344,-7093.048095703,-7413.482666016,-7283.782958984,-7714.843750000,-8308.410644531,-8792.877197266,-5179.595947266,-4561.614990234,-3681.182861328
,-13836.669921875,-10722.351074219,-1622.009277344,-1419.830322266,-4027.557373047,-4441.070556641,-4506.683349609,-5013.275146484,-5142.211914063,-5362.701416016,-5488.586425781,-5854.797363281,-5988.311767578,-6427.001953125,-6558.990478516,-6786.346435547,-7096.099853516,-7416.534423828,-7283.782958984,-7710.266113281,-8310.699462891,-8796.691894531,-5162.048339844,-4534.912109375,-3655.242919922
,-13846.588134766,-10729.980468750,-1602.935791016,-1403.808593750,-4009.246826172,-4422.760009766,-4486.846923828,-4996.490478516,-5131.530761719,-5345.916748047,-5477.142333984,-5848.693847656,-5981.445312500,-6419.372558594,-6551.361083984,-6769.561767578,-7096.099853516,-7411.956787109,-7278.442382813,-7698.822021484,-8305.358886719,-8792.877197266,-5144.500732422,-4508.972167969,-3630.065917969
,-13848.114013672,-10730.743408203,-1583.099365234,-1388.549804688,-3990.936279297,-4402.923583984,-4464.721679688,-4977.416992188,-5119.323730469,-5327.606201172,-5462.646484375,-5840.301513672,-5973.052978516,-6409.454345703,-6537.628173828,-6747.436523438,-7089.996337891,-7401.275634766,-7265.472412109,-7684.326171875,-8293.151855469,-8780.670166016,-5126.190185547,-4482.269287109,-3604.888916016
,-13840.484619141,-10729.217529297,-1562.500000000,-1373.291015625,-3971.099853516,-4382.324218750,-4442.596435547,-4958.343505859,-5105.590820313,-5307.006835938,-5445.861816406,-5828.094482422,-5959.320068359,-6393.432617188,-6518.554687500,-6721.496582031,-7076.263427734,-7385.253906250,-7247.924804688,-7667.541503906,-8275.604248047,-8763.122558594,-5107.116699219,-4454.803466797,-3578.948974609
,-13823.699951172,-10724.639892578,-1541.137695313,-1360.321044922,-3950.500488281,-4360.961914063,-4419.708251953,-4938.507080078,-5088.043212891,-5284.881591797,-5428.314208984,-5811.309814453,-5943.298339844,-6373.596191406,-6494.903564453,-6696.319580078,-7054.901123047,-7369.232177734,-7227.325439453,-7650.756835938,-8255.004882813,-8741.760253906,-5086.517333984,-4427.337646484,-3553.771972656
,-13794.708251953,-10717.773437500,-1522.827148438,-1348.114013672,-3929.138183594,-4340.362548828,-4395.294189453,-4917.907714844,-5068.969726563,-5262.756347656,-5410.003662109,-5791.473388672,-5925.750732422,-6351.470947266,-6469.726562500,-6672.668457031,-7028.961181641,-7353.210449219,-7206.726074219,-7633.972167969,-8233.642578125,-8718.872070313,-5063.629150391,-4399.108886719,-3528.594970703
,-13755.035400391,-10706.329345703,-1504.516601563,-1335.144042969,-3905.487060547,-4318.237304688,-4370.117187500,-4897.308349609,-5049.133300781,-5239.868164063,-5390.930175781,-5769.348144531,-5906.677246094,-6329.345703125,-6444.549560547,-6652.832031250,-7001.495361328,-7337.188720703,-7189.178466797,-7616.424560547,-8211.517333984,-8698.272705078,-5038.452148438,-4370.880126953,-3504.180908203
,-13704.681396484,-10687.255859375,-1487.731933594,-1321.411132813,-3880.310058594,-4297.637939453,-4344.940185547,-4875.946044922,-5028.533935547,-5216.217041016,-5371.856689453,-5746.459960938,-5886.840820313,-6308.746337891,-6420.898437500,-6632.232666016,-6976.318359375,-7322.692871094,-7171.630859375,-7597.351074219,-8189.392089844,-8679.199218750,-5011.749267578,-4342.651367188,-3479.766845703
,-13648.223876953,-10658.264160156,-1470.947265625,-1306.915283203,-3855.133056641,-4277.038574219,-4320.526123047,-4854.583740234,-5009.460449219,-5193.328857422,-5352.783203125,-5723.571777344,-5867.767333984,-6288.909912109,-6398.773193359,-6612.396240234,-6953.430175781,-7308.197021484,-7154.083251953,-7578.277587891,-8168.029785156,-8659.362792969,-4985.046386719,-4315.948486328,-3456.878662109
,-13590.240478516,-10621.643066406,-1452.636718750,-1293.945312500,-3830.718994141,-4257.202148438,-4297.637939453,-4833.984375000,-4991.149902344,-5169.677734375,-5333.709716797,-5702.972412109,-5850.219726563,-6269.073486328,-6375.122070313,-6589.508056641,-6930.541992188,-7294.464111328,-7135.772705078,-7559.967041016,-8145.141601563,-8640.289306641,-4959.869384766,-4289.245605469,-3434.753417969
,-13533.782958984,-10581.207275391,-1433.563232422,-1280.975341797,-3807.067871094,-4238.891601563,-4276.275634766,-4813.385009766,-4972.839355469,-5146.026611328,-5314.636230469,-5683.135986328,-5832.672119141,-6247.711181641,-6351.470947266,-6566.619873047,-6905.364990234,-7279.205322266,-7116.699218750,-7540.893554688,-8123.016357422,-8618.927001953,-4935.455322266,-4262.542724609,-3412.628173828
,-13480.377197266,-10540.771484375,-1415.252685547,-1269.531250000,-3783.416748047,-4219.055175781,-4256.439208984,-4792.785644531,-4953.002929688,-5121.612548828,-5296.325683594,-5663.299560547,-5815.124511719,-6225.585937500,-6327.056884766,-6543.731689453,-6879.425048828,-7263.183593750,-7098.388671875,-7523.345947266,-8099.365234375,-8595.275878906,-4911.804199219,-4237.365722656,-3390.502929688
,-13426.971435547,-10503.387451172,-1396.179199219,-1257.324218750,-3759.002685547,-4199.218750000,-4235.839843750,-4772.186279297,-4930.877685547,-5094.909667969,-5277.252197266,-5643.463134766,-5796.051025391,-6205.749511719,-6302.642822266,-6520.080566406,-6853.485107422,-7244.110107422,-7081.604003906,-7501.983642578,-8072.662353516,-8569.335937500,-4888.153076172,-4212.188720703,-3368.377685547
,-13370.513916016,-10469.055175781,-1377.868652344,-1242.065429688,-3734.588623047,-4179.382324219,-4214.477539063,-4750.823974609,-4908.752441406,-5068.206787109,-5258.178710938,-5622.863769531,-5775.451660156,-6187.438964844,-6280.517578125,-6495.666503906,-6826.019287109,-7221.221923828,-7064.056396484,-7475.280761719,-8042.907714844,-8538.818359375,-4862.976074219,-4187.011718750,-3345.489501953
,-13310.241699219,-10434.722900391,-1361.083984375,-1226.806640625,-3707.885742188,-4156.494140625,-4191.589355469,-4727.935791016,-4887.390136719,-5041.503906250,-5239.105224609,-5600.738525391,-5755.615234375,-6169.891357422,-6259.155273438,-6468.963623047,-6799.316406250,-7196.807861328,-7042.694091797,-7445.526123047,-8008.575439453,-8505.249023438,-4838.562011719,-4163.360595703,-3321.838378906
