Trace Label,"Tr 1 : 100 mA","Tr 2 : 84 mA","Tr 3 : 28 mA","Tr 4 : 28 mA","Tr 5 : 41 mA","Tr 6 : 43 mA","Tr 7 : 45 mA","Tr 8 : 47 mA","Tr 9 : 48 mA","Tr 10 : 49 mA","Tr 11 : 51 mA","Tr 12 : 53 mA","Tr 13 : 55 mA","Tr 14 : 57 mA","Tr 15 : 58 mA","Tr 16 : 59 mA","Tr 17 : 60 mA","Tr 18 : 61 mA","Tr 19 : 62 mA","Tr 20 : 63 mA","Tr 21 : 66 mA","Tr 22 : 68 mA","Tr 23 : 48 mA","Tr 24 : 46 mA","Tr 25 : 43 mA"
Sensitivity (µV/Div),2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00
Hicut,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00
Locut,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00
ms/Sample,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781
Samples,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640
Trace Data (µV),13236.999511719,11931.610107422,4713.439941406,17989.349365234,11761.474609375,10137.939453125,16707.611083984,11557.769775391,6657.409667969,4438.781738281,8395.385742188,4326.629638672,4286.956787109,8673.095703125,6317.901611328,19699.096679688,4489.898681641,11423.492431641,11602.783203125,21828.460693359,17647.552490234,12136.077880859,8630.371093750,11967.468261719,17997.741699219
,1895.141601563,870.513916016,-153.350830078,-444.793701172,-1147.460937500,-1225.280761719,-848.388671875,-1122.283935547,-1237.487792969,-1248.168945313,-1268.768310547,-1211.547851563,-1324.462890625,-1592.254638672,-1469.421386719,-1645.660400391,-1467.132568359,-1235.198974609,-1462.554931641,-1185.607910156,-1229.858398438,-878.143310547,-1432.037353516,-1321.411132813,-853.729248047
,1870.727539063,833.129882813,-154.113769531,-447.845458984,-1159.667968750,-1247.406005859,-865.173339844,-1145.172119141,-1261.138916016,-1274.108886719,-1296.997070313,-1239.013671875,-1352.691650391,-1620.483398438,-1498.413085938,-1670.837402344,-1502.990722656,-1260.375976563,-1492.309570313,-1212.310791016,-1264.190673828,-913.238525391,-1450.347900391,-1338.958740234,-868.225097656
,1847.076416016,799.560546875,-154.876708984,-450.134277344,-1169.586181641,-1268.768310547,-880.432128906,-1166.534423828,-1285.552978516,-1300.048828125,-1322.937011719,-1264.953613281,-1380.920410156,-1646.423339844,-1525.878906250,-1696.014404297,-1535.034179688,-1284.027099609,-1520.538330078,-1235.961914063,-1297.760009766,-946.807861328,-1470.184326172,-1355.743408203,-881.195068359
,1823.425292969,769.805908203,-157.928466797,-452.423095703,-1177.978515625,-1287.841796875,-895.690917969,-1186.370849609,-1307.678222656,-1325.988769531,-1347.351074219,-1287.078857422,-1407.623291016,-1670.074462891,-1550.292968750,-1718.902587891,-1562.500000000,-1304.626464844,-1543.426513672,-1258.087158203,-1330.566406250,-980.377197266,-1490.783691406,-1371.002197266,-893.402099609
,1797.485351563,741.577148438,-160.217285156,-454.711914063,-1185.607910156,-1303.100585938,-910.186767578,-1203.155517578,-1327.514648438,-1349.639892578,-1368.713378906,-1306.915283203,-1429.748535156,-1689.910888672,-1572.418212891,-1738.739013672,-1586.151123047,-1322.937011719,-1563.262939453,-1278.686523438,-1361.083984375,-1010.894775391,-1509.094238281,-1385.498046875,-905.609130859
,1771.545410156,712.585449219,-163.269042969,-457.000732422,-1190.948486328,-1313.781738281,-923.919677734,-1218.414306641,-1345.062255859,-1370.239257813,-1387.023925781,-1325.988769531,-1448.822021484,-1707.458496094,-1592.254638672,-1757.049560547,-1608.276367188,-1338.195800781,-1581.573486328,-1298.522949219,-1388.549804688,-1040.649414063,-1525.878906250,-1397.705078125,-914.764404297
,1744.079589844,682.830810547,-166.320800781,-459.289550781,-1195.526123047,-1321.411132813,-939.178466797,-1231.384277344,-1359.558105469,-1387.786865234,-1403.808593750,-1343.536376953,-1465.606689453,-1723.480224609,-1609.802246094,-1770.019531250,-1627.349853516,-1349.639892578,-1596.832275391,-1317.596435547,-1412.963867188,-1068.115234375,-1539.611816406,-1408.386230469,-922.393798828
,1715.087890625,653.839111328,-169.372558594,-460.815429688,-1199.340820313,-1324.462890625,-954.437255859,-1242.065429688,-1371.765136719,-1403.045654297,-1418.304443359,-1359.558105469,-1481.628417969,-1738.739013672,-1622.772216797,-1781.463623047,-1644.897460938,-1361.083984375,-1612.091064453,-1335.144042969,-1435.089111328,-1094.818115234,-1551.055908203,-1417.541503906,-926.208496094
,1687.622070313,625.610351563,-172.424316406,-461.578369141,-1202.392578125,-1323.699951172,-968.933105469,-1250.457763672,-1380.920410156,-1416.015625000,-1432.037353516,-1373.291015625,-1496.887207031,-1753.234863281,-1631.927490234,-1791.381835938,-1660.156250000,-1372.528076172,-1627.349853516,-1351.928710938,-1455.688476563,-1121.520996094,-1563.262939453,-1427.459716797,-928.497314453
,1659.393310547,600.433349609,-175.476074219,-461.578369141,-1206.207275391,-1322.174072266,-982.666015625,-1257.324218750,-1386.260986328,-1425.933837891,-1443.481445313,-1384.735107422,-1512.145996094,-1766.204833984,-1639.556884766,-1799.774169922,-1674.652099609,-1383.972167969,-1638.031005859,-1367.950439453,-1475.524902344,-1150.512695313,-1575.469970703,-1436.614990234,-930.786132813
,1630.401611328,574.493408203,-177.001953125,-461.578369141,-1210.021972656,-1319.885253906,-994.873046875,-1263.427734375,-1390.838623047,-1434.326171875,-1453.399658203,-1393.127441406,-1525.115966797,-1776.885986328,-1643.371582031,-1805.877685547,-1687.622070313,-1395.416259766,-1648.712158203,-1382.446289063,-1495.361328125,-1180.267333984,-1586.151123047,-1445.770263672,-930.786132813
,1603.698730469,547.027587891,-177.764892578,-462.341308594,-1214.599609375,-1316.833496094,-1007.080078125,-1269.531250000,-1394.653320313,-1438.903808594,-1461.029052734,-1399.993896484,-1535.797119141,-1783.752441406,-1647.949218750,-1807.403564453,-1700.592041016,-1404.571533203,-1657.867431641,-1394.653320313,-1515.197753906,-1210.021972656,-1596.069335938,-1455.688476563,-930.786132813
,1578.521728516,519.561767578,-178.527832031,-462.341308594,-1218.414306641,-1314.544677734,-1018.524169922,-1274.108886719,-1397.705078125,-1441.955566406,-1465.606689453,-1403.808593750,-1544.189453125,-1785.278320313,-1651.763916016,-1805.114746094,-1711.273193359,-1410.675048828,-1664.733886719,-1403.808593750,-1533.508300781,-1238.250732422,-1602.172851563,-1461.791992188,-930.023193359
,1555.633544922,493.621826172,-178.527832031,-463.867187500,-1222.229003906,-1313.018798828,-1029.205322266,-1277.160644531,-1401.519775391,-1442.718505859,-1466.369628906,-1406.097412109,-1548.767089844,-1783.752441406,-1652.526855469,-1796.722412109,-1718.139648438,-1415.252685547,-1670.837402344,-1409.912109375,-1551.055908203,-1261.901855469,-1604.461669922,-1465.606689453,-927.734375000
,1535.797119141,469.970703125,-177.764892578,-463.104248047,-1223.754882813,-1310.729980469,-1039.123535156,-1275.634765625,-1403.045654297,-1441.192626953,-1461.029052734,-1406.097412109,-1550.292968750,-1779.174804688,-1651.000976563,-1786.041259766,-1720.428466797,-1418.304443359,-1675.415039063,-1412.200927734,-1565.551757813,-1281.738281250,-1602.172851563,-1466.369628906,-925.445556641
,1518.249511719,451.660156250,-177.001953125,-463.104248047,-1222.991943359,-1308.441162109,-1044.464111328,-1271.057128906,-1399.993896484,-1438.140869141,-1450.347900391,-1404.571533203,-1545.715332031,-1773.071289063,-1647.186279297,-1773.071289063,-1717.376708984,-1421.356201172,-1676.177978516,-1411.437988281,-1578.521728516,-1298.522949219,-1595.306396484,-1462.554931641,-922.393798828
,1501.464843750,437.164306641,-174.713134766,-460.815429688,-1220.703125000,-1304.626464844,-1047.515869141,-1262.664794922,-1392.364501953,-1432.800292969,-1432.800292969,-1400.756835938,-1534.271240234,-1766.204833984,-1640.319824219,-1759.338378906,-1711.273193359,-1423.645019531,-1676.177978516,-1409.149169922,-1588.439941406,-1314.544677734,-1583.099365234,-1454.925537109,-916.290283203
,1483.917236328,424.957275391,-173.950195313,-456.237792969,-1213.073730469,-1297.760009766,-1045.227050781,-1251.983642578,-1377.868652344,-1422.882080078,-1410.675048828,-1393.890380859,-1517.486572266,-1760.101318359,-1634.216308594,-1743.316650391,-1704.406738281,-1424.407958984,-1673.889160156,-1406.860351563,-1596.069335938,-1328.277587891,-1567.840576172,-1442.718505859,-906.372070313
,1464.843750000,416.564941406,-173.187255859,-450.134277344,-1201.629638672,-1288.604736328,-1039.886474609,-1241.302490234,-1360.321044922,-1409.149169922,-1386.260986328,-1385.498046875,-1499.176025391,-1754.760742188,-1629.638671875,-1726.531982422,-1699.066162109,-1424.407958984,-1670.837402344,-1406.097412109,-1602.935791016,-1341.247558594,-1548.004150391,-1425.933837891,-893.402099609
,1445.007324219,408.172607422,-172.424316406,-441.741943359,-1183.319091797,-1275.634765625,-1032.257080078,-1229.858398438,-1342.010498047,-1393.127441406,-1360.321044922,-1375.579833984,-1479.339599609,-1750.183105469,-1627.349853516,-1708.984375000,-1696.777343750,-1423.645019531,-1666.259765625,-1407.623291016,-1608.276367188,-1351.165771484,-1525.115966797,-1406.097412109,-878.143310547
,1425.170898438,402.069091797,-171.661376953,-431.060791016,-1159.667968750,-1261.138916016,-1021.575927734,-1216.125488281,-1323.699951172,-1375.579833984,-1335.906982422,-1364.135742188,-1462.554931641,-1744.079589844,-1626.586914063,-1690.673828125,-1696.777343750,-1419.830322266,-1661.682128906,-1408.386230469,-1610.565185547,-1354.217529297,-1501.464843750,-1383.972167969,-859.832763672
,1407.623291016,398.254394531,-167.846679688,-418.853759766,-1132.965087891,-1243.591308594,-1007.843017578,-1200.103759766,-1306.915283203,-1358.795166016,-1314.544677734,-1351.928710938,-1448.059082031,-1735.687255859,-1622.772216797,-1674.652099609,-1697.540283203,-1413.726806641,-1654.815673828,-1406.097412109,-1609.039306641,-1350.402832031,-1476.287841797,-1360.321044922,-842.285156250
,1393.890380859,399.017333984,-163.269042969,-405.883789063,-1103.973388672,-1223.754882813,-991.058349609,-1181.030273438,-1288.604736328,-1341.247558594,-1293.945312500,-1337.432861328,-1434.326171875,-1722.717285156,-1615.142822266,-1657.104492188,-1699.066162109,-1403.808593750,-1647.186279297,-1399.993896484,-1602.172851563,-1338.958740234,-1451.873779297,-1336.669921875,-823.974609375
,1380.920410156,405.883789063,-157.928466797,-392.150878906,-1074.218750000,-1202.392578125,-969.696044922,-1158.905029297,-1267.242431641,-1322.937011719,-1275.634765625,-1320.648193359,-1420.593261719,-1702.117919922,-1601.409912109,-1638.793945313,-1696.014404297,-1389.312744141,-1634.979248047,-1384.735107422,-1589.202880859,-1319.885253906,-1425.170898438,-1311.492919922,-804.901123047
,1369.476318359,417.327880859,-153.350830078,-376.892089844,-1042.938232422,-1177.978515625,-945.281982422,-1134.490966797,-1241.302490234,-1305.389404297,-1256.561279297,-1300.811767578,-1405.334472656,-1673.126220703,-1581.573486328,-1615.905761719,-1689.147949219,-1368.713378906,-1618.194580078,-1361.083984375,-1567.840576172,-1294.708251953,-1396.179199219,-1286.315917969,-785.827636719
,1358.032226563,431.823730469,-150.299072266,-360.107421875,-1010.131835938,-1152.801513672,-917.816162109,-1107.025146484,-1208.496093750,-1287.078857422,-1232.910156250,-1277.160644531,-1387.023925781,-1635.742187500,-1557.159423828,-1585.388183594,-1676.177978516,-1340.484619141,-1593.780517578,-1327.514648438,-1535.034179688,-1260.375976563,-1364.898681641,-1260.375976563,-766.754150391
,1347.351074219,450.897216797,-147.247314453,-341.033935547,-975.036621094,-1123.809814453,-887.298583984,-1075.744628906,-1171.875000000,-1267.242431641,-1204.681396484,-1248.931884766,-1364.135742188,-1589.965820313,-1526.641845703,-1546.478271484,-1654.815673828,-1303.100585938,-1560.211181641,-1282.501220703,-1491.546630859,-1216.125488281,-1329.040527344,-1232.147216797,-745.391845703
,1337.432861328,472.259521484,-143.432617188,-319.671630859,-936.889648438,-1091.003417969,-854.492187500,-1041.412353516,-1129.150390625,-1242.828369141,-1168.823242188,-1213.836669922,-1335.906982422,-1535.034179688,-1489.257812500,-1496.887207031,-1625.823974609,-1253.509521484,-1518.249511719,-1228.332519531,-1435.852050781,-1161.193847656,-1290.130615234,-1201.629638672,-723.266601563
,1327.514648438,498.199462891,-138.092041016,-297.546386719,-897.979736328,-1053.619384766,-820.922851563,-1000.976562500,-1079.559326172,-1210.021972656,-1125.335693359,-1174.163818359,-1302.337646484,-1473.999023438,-1443.481445313,-1437.377929688,-1585.388183594,-1194.000244141,-1467.132568359,-1163.482666016,-1369.476318359,-1094.818115234,-1246.643066406,-1165.771484375,-700.378417969
,1316.070556641,528.717041016,-131.225585938,-274.658203125,-855.255126953,-1008.605957031,-783.538818359,-955.200195313,-1025.390625000,-1168.823242188,-1078.033447266,-1128.387451172,-1264.190673828,-1406.097412109,-1388.549804688,-1367.950439453,-1532.745361328,-1121.520996094,-1407.623291016,-1087.188720703,-1293.945312500,-1017.761230469,-1195.526123047,-1125.335693359,-675.201416016
,1303.863525391,563.049316406,-125.122070313,-251.770019531,-809.478759766,-959.777832031,-744.628906250,-904.083251953,-965.118408203,-1121.520996094,-1024.627685547,-1077.270507813,-1221.466064453,-1329.040527344,-1323.699951172,-1286.315917969,-1468.658447266,-1039.123535156,-1337.432861328,-1000.213623047,-1210.021972656,-933.837890625,-1137.542724609,-1079.559326172,-648.498535156
,1290.130615234,599.670410156,-120.544433594,-228.118896484,-759.887695313,-906.372070313,-703.430175781,-849.914550781,-902.557373047,-1071.166992188,-968.933105469,-1020.812988281,-1175.689697266,-1243.591308594,-1251.220703125,-1190.948486328,-1392.364501953,-948.333740234,-1255.798339844,-901.794433594,-1119.232177734,-842.285156250,-1072.692871094,-1028.442382813,-618.743896484
,1275.634765625,636.291503906,-115.966796875,-202.941894531,-707.244873047,-851.440429688,-659.942626953,-792.694091797,-836.944580078,-1019.287109375,-911.712646484,-958.251953125,-1125.335693359,-1148.223876953,-1171.112060547,-1081.848144531,-1303.100585938,-849.914550781,-1161.193847656,-794.219970703,-1023.101806641,-748.443603516,-1001.739501953,-971.984863281,-584.411621094
,1263.427734375,671.386718750,-112.152099609,-179.290771484,-652.313232422,-795.745849609,-616.455078125,-735.473632813,-769.805908203,-965.881347656,-849.914550781,-887.298583984,-1065.826416016,-1041.412353516,-1079.559326172,-958.251953125,-1200.866699219,-748.443603516,-1055.908203125,-680.541992188,-922.393798828,-650.787353516,-926.971435547,-912.475585938,-543.975830078
,1253.509521484,704.193115234,-109.100341797,-156.402587891,-594.329833984,-737.762451172,-573.730468750,-673.675537109,-697.326660156,-908.660888672,-784.301757813,-811.004638672,-997.161865234,-923.919677734,-978.851318359,-823.974609375,-1083.374023438,-644.683837891,-941.467285156,-563.812255859,-817.871093750,-548.553466797,-847.625732422,-849.914550781,-502.014160156
,1245.117187500,734.710693359,-105.285644531,-135.040283203,-536.346435547,-676.727294922,-531.768798828,-608.062744141,-619.506835938,-845.336914063,-710.296630859,-726.318359375,-914.001464844,-796.508789063,-866.699218750,-682.067871094,-952.148437500,-538.635253906,-820.922851563,-446.319580078,-711.059570313,-444.793701172,-765.228271484,-784.301757813,-460.052490234
,1236.724853516,764.465332031,-102.233886719,-116.729736328,-478.363037109,-610.351562500,-489.807128906,-537.109375000,-533.294677734,-772.857666016,-624.084472656,-631.713867188,-817.871093750,-660.705566406,-743.103027344,-535.583496094,-808.715820313,-431.060791016,-695.800781250,-329.589843750,-602.722167969,-341.033935547,-676.727294922,-717.163085938,-418.090820313
,1228.332519531,792.694091797,-99.182128906,-99.182128906,-421.905517578,-538.635253906,-446.319580078,-460.052490234,-437.927246094,-691.223144531,-525.665283203,-528.717041016,-709.533691406,-518.798828125,-611.114501953,-386.047363281,-658.416748047,-322.723388672,-567.626953125,-215.911865234,-495.910644531,-238.800048828,-583.648681641,-644.683837891,-376.892089844
,1219.940185547,822.448730469,-96.893310547,-83.160400391,-366.210937500,-460.815429688,-399.780273438,-377.655029297,-334.930419922,-598.144531250,-415.802001953,-415.802001953,-592.041015625,-372.314453125,-474.548339844,-233.459472656,-506.591796875,-212.860107422,-437.927246094,-105.285644531,-392.150878906,-141.906738281,-485.992431641,-564.575195313,-332.641601563
,1210.784912109,852.966308594,-94.604492188,-68.664550781,-312.042236328,-376.892089844,-350.189208984,-291.442871094,-225.830078125,-495.147705078,-296.020507813,-296.020507813,-467.681884766,-222.015380859,-334.930419922,-80.871582031,-354.766845703,-106.048583984,-309.753417969,-1.525878906,-291.442871094,-49.591064453,-385.284423828,-477.600097656,-283.813476563
,1200.866699219,885.009765625,-92.315673828,-54.931640625,-260.162353516,-284.576416016,-297.546386719,-199.890136719,-111.389160156,-382.995605469,-169.372558594,-171.661376953,-337.982177734,-69.427490234,-193.786621094,67.138671875,-208.282470703,-3.051757813,-183.868408203,96.130371094,-196.838378906,38.909912109,-283.050537109,-387.573242188,-233.459472656
,1189.422607422,918.579101563,-90.026855469,-44.250488281,-209.045410156,-187.683105469,-244.140625000,-102.996826172,3.814697266,-265.502929688,-40.435791016,-45.776367188,-207.519531250,82.397460938,-52.642822266,209.808349609,-66.375732422,94.604492188,-62.561035156,185.394287109,-106.811523438,122.833251953,-180.816650391,-295.257568359,-185.394287109
,1175.689697266,949.859619141,-86.975097656,-35.095214844,-161.743164063,-87.738037109,-189.208984375,-3.051757813,121.307373047,-145.721435547,88.500976563,80.108642578,-76.293945313,231.170654297,87.738037109,344.085693359,69.427490234,184.631347656,51.116943359,264.739990234,-22.125244141,202.941894531,-79.345703125,-205.230712891,-140.380859375
,1158.905029297,975.036621094,-84.686279297,-26.702880859,-115.966796875,10.681152344,-133.514404297,96.893310547,238.037109375,-24.414062500,215.148925781,202.941894531,53.405761719,371.551513672,222.015380859,466.918945313,196.075439453,267.028808594,154.876708984,333.404541016,54.168701172,276.184082031,19.836425781,-114.440917969,-99.182128906
,1140.594482422,994.110107422,-81.634521484,-19.836425781,-70.953369141,105.285644531,-74.005126953,196.075439453,350.189208984,95.367431641,334.930419922,323.486328125,180.816650391,498.199462891,347.900390625,578.308105469,315.093994141,339.508056641,249.481201172,393.676757813,123.596191406,340.270996094,117.492675781,-23.651123047,-61.035156250
,1121.520996094,1006.317138672,-77.819824219,-12.969970703,-26.702880859,196.075439453,-10.681152344,290.679931641,456.237792969,212.860107422,446.319580078,440.216064453,303.649902344,608.825683594,462.341308594,678.253173828,423.431396484,402.069091797,334.167480469,447.845458984,186.920166016,395.202636719,212.097167969,67.138671875,-22.888183594
,1103.973388672,1013.946533203,-75.531005859,-4.577636719,19.073486328,283.813476563,55.694580078,380.706787109,554.656982422,328.063964844,547.790527344,549.316406250,419.616699219,702.667236328,566.101074219,766.754150391,518.798828125,457.000732422,408.935546875,496.673583984,243.377685547,441.741943359,300.598144531,157.165527344,13.732910156
,1087.188720703,1020.812988281,-72.479248047,2.288818359,66.375732422,367.736816406,126.647949219,465.393066406,643.157958984,436.401367188,636.291503906,651.550292969,526.428222656,783.538818359,661.468505859,845.336914063,605.010986328,504.302978516,479.125976563,542.449951172,299.072265625,481.414794922,380.706787109,240.325927734,50.354003906
,1070.404052734,1025.390625000,-68.664550781,9.155273438,113.677978516,447.082519531,196.838378906,543.975830078,720.977783203,537.109375000,715.637207031,742.340087891,624.084472656,851.440429688,748.443603516,914.764404297,682.067871094,546.264648438,543.975830078,584.411621094,353.240966797,515.747070313,451.660156250,315.856933594,86.212158203
,1053.619384766,1027.679443359,-64.086914063,16.021728516,160.980224609,521.087646484,265.502929688,615.692138672,787.353515625,627.136230469,782.775878906,819.396972656,711.059570313,911.712646484,827.789306641,975.036621094,752.258300781,587.463378906,602.722167969,625.610351563,408.172607422,548.553466797,511.169433594,382.995605469,121.307373047
,1037.597656250,1026.916503906,-59.509277344,23.651123047,206.756591797,588.226318359,328.063964844,679.016113281,841.522216797,704.956054688,838.470458984,883.483886719,785.827636719,963.592529297,897.216796875,1027.679443359,816.345214844,628.662109375,657.653808594,666.046142578,466.156005859,582.885742188,562.286376953,441.741943359,154.876708984
,1023.101806641,1023.864746094,-54.931640625,32.043457031,249.481201172,648.498535156,383.758544922,733.184814453,884.246826172,771.331787109,885.772705078,935.363769531,848.388671875,1009.368896484,958.251953125,1075.744628906,873.565673828,673.675537109,709.533691406,709.533691406,524.902343750,620.269775391,607.299804688,495.147705078,186.920166016
,1007.843017578,1019.287109375,-50.354003906,41.198730469,290.679931641,701.904296875,431.060791016,776.672363281,914.764404297,827.789306641,924.682617188,976.562500000,899.505615234,1051.330566406,1013.183593750,1119.232177734,926.208496094,723.266601563,761.413574219,758.361816406,587.463378906,664.520263672,646.209716797,542.449951172,218.963623047
,993.347167969,1015.472412109,-45.776367188,49.591064453,328.826904297,749.969482422,472.259521484,809.478759766,936.889648438,876.617431641,956.726074219,1010.131835938,942.993164063,1091.003417969,1062.774658203,1161.193847656,977.325439453,775.909423828,818.634033203,812.530517578,653.839111328,716.400146484,682.830810547,585.174560547,248.718261719
,979.614257813,1012.420654297,-41.198730469,54.931640625,363.922119141,790.405273438,508.880615234,833.892822266,952.148437500,919.342041016,984.954833984,1038.360595703,982.666015625,1129.150390625,1110.839843750,1205.444335938,1031.494140625,830.841064453,881.195068359,872.802734375,724.029541016,775.146484375,716.400146484,623.321533203,279.998779297
,965.881347656,1010.131835938,-34.332275391,58.746337891,395.965576172,824.737548828,539.398193359,852.203369141,965.118408203,955.200195313,1009.368896484,1062.774658203,1020.050048828,1169.586181641,1158.905029297,1251.983642578,1089.477539063,887.298583984,947.570800781,936.889648438,798.034667969,840.759277344,749.969482422,656.127929688,311.279296875
,954.437255859,1010.131835938,-28.228759766,61.035156250,426.483154297,854.492187500,569.152832031,867.462158203,977.325439453,983.428955078,1029.205322266,1084.136962891,1057.434082031,1208.496093750,1206.207275391,1300.811767578,1150.512695313,945.281982422,1016.998291016,1005.554199219,875.854492188,913.238525391,784.301757813,685.119628906,343.322753906
,946.044921875,1012.420654297,-23.651123047,61.798095703,454.711914063,881.195068359,597.381591797,883.483886719,988.769531250,1004.791259766,1045.227050781,1104.736328125,1096.343994141,1246.643066406,1253.509521484,1353.454589844,1214.599609375,1007.080078125,1087.951660156,1078.033447266,959.014892578,989.532470703,818.634033203,714.111328125,378.417968750
,936.889648438,1018.524169922,-19.836425781,64.849853516,481.414794922,907.897949219,623.321533203,901.031494141,999.450683594,1021.575927734,1058.959960938,1124.572753906,1135.253906250,1284.027099609,1301.574707031,1406.860351563,1277.160644531,1074.981689453,1159.667968750,1154.327392578,1045.989990234,1070.404052734,856.018066406,742.340087891,414.276123047
,930.023193359,1029.968261719,-17.547607422,69.427490234,508.880615234,933.837890625,650.024414063,920.104980469,1010.131835938,1036.834716797,1071.166992188,1147.460937500,1176.452636719,1321.411132813,1350.402832031,1463.317871094,1338.958740234,1148.223876953,1233.673095703,1232.147216797,1136.016845703,1152.801513672,895.690917969,772.094726563,452.423095703
,922.393798828,1046.752929688,-15.258789063,74.768066406,536.346435547,957.489013672,674.438476563,942.230224609,1022.338867188,1055.145263672,1084.899902344,1174.163818359,1217.651367188,1360.321044922,1399.230957031,1520.538330078,1401.519775391,1226.806640625,1310.729980469,1307.678222656,1226.806640625,1235.198974609,936.889648438,804.138183594,492.858886719
,914.764404297,1068.115234375,-10.681152344,82.397460938,564.575195313,978.088378906,698.852539063,965.118408203,1039.123535156,1077.270507813,1103.210449219,1202.392578125,1259.613037109,1401.519775391,1448.059082031,1578.521728516,1465.606689453,1304.626464844,1390.075683594,1378.631591797,1314.544677734,1313.781738281,983.428955078,837.707519531,533.294677734
,907.135009766,1092.529296875,-6.103515625,90.789794922,595.092773438,994.873046875,724.029541016,991.058349609,1060.485839844,1101.684570313,1124.572753906,1234.436035156,1301.574707031,1446.533203125,1495.361328125,1635.742187500,1532.745361328,1377.868652344,1469.421386719,1443.481445313,1397.705078125,1387.023925781,1030.731201172,872.039794922,574.493408203
,898.742675781,1119.995117188,0.000000000,100.708007813,627.136230469,1010.131835938,747.680664063,1020.050048828,1087.951660156,1128.387451172,1149.749755859,1265.716552734,1341.247558594,1493.835449219,1539.611816406,1689.910888672,1601.409912109,1444.244384766,1545.715332031,1499.176025391,1476.287841797,1454.925537109,1078.796386719,907.135009766,614.166259766
,890.350341797,1147.460937500,6.866455078,112.915039063,662.231445313,1026.916503906,772.857666016,1049.804687500,1120.758056641,1156.616210938,1179.504394531,1296.997070313,1378.631591797,1541.137695313,1582.336425781,1738.739013672,1668.548583984,1499.938964844,1616.668701172,1548.767089844,1549.530029297,1516.723632813,1127.624511719,939.941406250,653.839111328
,883.483886719,1174.926757813,13.732910156,126.647949219,700.378417969,1045.989990234,798.034667969,1081.085205078,1158.142089844,1186.370849609,1210.021972656,1328.277587891,1415.252685547,1587.677001953,1625.061035156,1780.700683594,1731.872558594,1547.241210938,1678.466796875,1591.491699219,1618.194580078,1573.944091797,1174.163818359,970.458984375,695.800781250
,875.854492188,1201.629638672,21.362304688,141.143798828,741.577148438,1069.641113281,823.974609375,1112.365722656,1196.289062500,1219.177246094,1241.302490234,1359.558105469,1450.347900391,1631.927490234,1668.548583984,1814.270019531,1788.330078125,1586.914062500,1731.872558594,1625.823974609,1683.807373047,1626.586914063,1218.414306641,996.398925781,733.947753906
,870.513916016,1226.043701172,29.754638672,156.402587891,784.301757813,1096.343994141,849.914550781,1141.357421875,1235.198974609,1255.035400391,1271.057128906,1391.601562500,1486.206054688,1673.126220703,1713.562011719,1840.209960938,1837.158203125,1622.009277344,1776.885986328,1654.052734375,1744.079589844,1673.889160156,1258.850097656,1022.338867188,767.517089844
,863.647460938,1247.406005859,38.146972656,170.898437500,828.552246094,1123.809814453,875.091552734,1167.297363281,1272.583007813,1292.419433594,1296.234130859,1425.170898438,1521.301269531,1712.036132813,1757.049560547,1859.283447266,1877.593994141,1656.341552734,1815.032958984,1677.703857422,1800.537109375,1718.139648438,1295.471191406,1046.752929688,796.508789063
,857.543945313,1263.427734375,47.302246094,186.157226563,872.039794922,1150.512695313,898.742675781,1191.711425781,1306.915283203,1331.329345703,1319.122314453,1457.977294922,1556.396484375,1747.894287109,1795.959472656,1874.542236328,1908.874511719,1689.910888672,1849.365234375,1699.066162109,1853.179931641,1758.575439453,1330.566406250,1071.166992188,817.108154297
,852.203369141,1274.108886719,56.457519531,201.416015625,914.764404297,1174.163818359,918.579101563,1214.599609375,1340.484619141,1369.476318359,1341.247558594,1490.783691406,1589.965820313,1779.937744141,1829.528808594,1889.801025391,1934.051513672,1723.480224609,1879.882812500,1720.428466797,1899.719238281,1793.670654297,1365.661621094,1095.581054688,833.892822266
,846.099853516,1279.449462891,64.086914063,218.200683594,955.200195313,1194.763183594,938.415527344,1237.487792969,1371.002197266,1406.860351563,1364.898681641,1519.775390625,1619.720458984,1806.640625000,1855.468750000,1905.822753906,1955.413818359,1756.286621094,1905.822753906,1742.553710938,1941.680908203,1823.425292969,1403.045654297,1119.232177734,849.914550781
